EAN,Brand,Category,SubCategory,Range,PackSize,EAN_Lifecycle,Biz_Lifecycle
8904417301670,Mamaearth,Color Care,BB Cream,BB Cream,30G,Discontinued,Discontinued
8904417301687,Mamaearth,Color Care,BB Cream,BB Cream,30G,Discontinued,Discontinued
8904417301694,Mamaearth,Color Care,Kajal,Kajal,0.35G,Discontinued,EPD
8904417301700,Mamaearth,Color Care,Kajal,Kajal,0.35G,Discontinued,Phased Out
8904417301717,Mamaearth,Color Care,Kajal,Kajal,0.35G,Discontinued,Discontinued
8904417301724,BBLUNT,Hair Styling Appliances,Hair Straightener,Pro Range,1G,Discontinued,EPD
8904417301731,BBLUNT,Hair Styling Appliances,Hair Straightening Brush,Pro Range,1G,Discontinued,EPD
8904417301748,MamaEarth Fresh,Body,Body Scrub,Ubtan,80G,Discontinued,Discontinued
8904417301762,Mamaearth,Face,Face Cream,Vitamin C,80G,EPD,EPD
8904417301779,Mamaearth,Face,Face Cleanser,Apple Cider Vinegar,250ML,Discontinued,Discontinued
8904417301786,Mamaearth,Body,Body Lotion,Rose,800G,Discontinued,Discontinued
8904417301793,Mamaearth,Body,Body Lotion,Vitamin C,800ML,Discontinued,Discontinued
8904417301809,Mamaearth,Body,Body Lotion,Ubtan,800ML,Discontinued,Discontinued
8904417301816,Mamaearth,Body,Body Lotion,Coco,800G,Discontinued,Discontinued
8904417301830,Mamaearth,Face,Lip Balm,Combo,1PCS,Discontinued,Discontinued
8904417301847,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417301854,Mamaearth,Color Care,Kajal,Kajal,1PCS,EPD,EPD
8904417301861,Mamaearth,Color Care,Combo,Combo,1PCS,Discontinued,EPD
8904417301878,Mamaearth,Color Care,Combo,Mix,1PCS,Discontinued,Discontinued
8904417301885,Mamaearth,Color Care,Combo,Combo,1PCS,Discontinued,Discontinued
8904417301892,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8904417301908,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8904417301915,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8904417301922,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8904417301939,Mamaearth,Face,Cold Cream,Ubtan,400G,Discontinued,Discontinued
8904417301946,Mamaearth,Face,Face Cream,Vitamin C,160G,Discontinued,Discontinued
8904417301953,Mamaearth,Face,Cold Cream,Vitamin C,400G,Discontinued,Discontinued
8904417301960,Mamaearth,Face,Cold Cream,Coco,400G,Discontinued,Discontinued
8904417301984,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417301991,Mamaearth,Face,Under Eye Care,Aloe Vera,20G,Discontinued,Discontinued
8904417302004,Aqualogica,Face,Face Toner,Clear+,100ML,Discontinued,Discontinued
8904417302011,Aqualogica,Face,Face Cleanser,Clear+,100ML,Discontinued,Discontinued
8904417302028,Aqualogica,Face,Face Serum,Clear+,30ML,Discontinued,Discontinued
8904417302035,Aqualogica,Face,Moisturisers,Clear+,50G,Discontinued,Discontinued
8904417302042,Aqualogica,Face,Sun Care,Clear+,50G,Discontinued,Discontinued
8904417302059,Ayuga,Face,Face Cream,Neembadam,15G,Discontinued,Discontinued
8904417302066,BBLUNT,Hair Colour,5 Minute Shampoo,Salon Secret,100ML,EPD,EPD
8904417302073,BBLUNT,Hair Colour,5 Minute Shampoo,Salon Secret,100ML,EPD,EPD
8904417302080,Mamaearth,Face,Face Cleanser,Vitamin C,20ML,EPD,EPD
8904417302097,Mamaearth,Face,Face Cleanser,Ubtan,20ML,EPD,EPD
8904417302103,Mamaearth,Fragrances,Fragrance,Others,40ML,Discontinued,Discontinued
8904417302110,Aqualogica,Face,Sun Care,Radiance+,15G,EPD,EPD
8904417302127,The Derma Co.,Combo,Combo,Ceramide,1ML,Discontinued,Discontinued
8904417302134,The Derma Co.,Face,Combo,Salicylic Acid,30ML,EPD,EPD
8904417302141,The Derma Co.,Face,Combo,Ceramide,1ML,Discontinued,Discontinued
8904417302158,The Derma Co.,Face,Combo,Salicylic Acid,30ML,Discontinued,Discontinued
8904417302165,The Derma Co.,Face,Combo,Kojic Acid,1ML,Discontinued,Discontinued
8904417302172,The Derma Co.,Face,Combo,Vitamin C,1ML,Discontinued,Discontinued
8904417302189,Aqualogica,Face,Acne Corrector,Clear+,20G,Discontinued,Discontinued
8904417302196,Mamaearth,Face,Cold Cream,Ubtan,100G,EPD,EPD
8904417302202,Mamaearth,Face,Cold Cream,Coco,100G,Discontinued,Discontinued
8904417302219,Mamaearth,Face,Cold Cream,Vitamin C,100G,EPD,EPD
8904417302226,Mamaearth,Face,Face Cleanser,Ubtan,1PCS,EPD,EPD
8904417302233,Mamaearth,Hair,Henna Paste,Henna,1PCS,EPD,EPD
8904417302240,Mamaearth,Hair,Combo,Henna,1PCS,Discontinued,Discontinued
8904417302257,Mamaearth,Body,Body Lotion,Coco,200ML,Discontinued,Discontinued
8904417302264,Mamaearth,Body,Body Lotion,Vitamin C,200ML,Discontinued,Discontinued
8904417302271,Mamaearth,Body,Body Lotion,Ubtan,200ML,Discontinued,Discontinued
8904417302288,Mamaearth,Body,Body Lotion,Rose,200ML,Discontinued,Discontinued
8904417302295,Ayuga,Face,Face Cleanser,Neembadam,100G,Discontinued,Discontinued
8904417302301,Mamaearth,Face,Facial Kit,Vitamin C,60G,EPD,EPD
8904417302318,Mamaearth,Face,Facial Kit,Ubtan,60G,EPD,EPD
8904417302325,Mamaearth,Face,Face Cleanser,Honey Malai,100ML,EPD,EPD
8904417302332,Mamaearth,Face,Face Scrub,Honey Malai,100G,Discontinued,Discontinued
8904417302349,Ayuga,Face,Moisturisers,Neembadam,50G,Discontinued,Discontinued
8904417302356,Mamaearth,Face,Face Cream,Honey Malai,50G,Discontinued,Discontinued
8904417302363,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417302370,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417302387,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417302394,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417302400,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417302417,Mamaearth,Face,Lip Balm,Mix,1PCS,Discontinued,Discontinued
8904417302424,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302431,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302448,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302455,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302462,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302479,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302486,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302493,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302509,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302516,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302523,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302530,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302547,Mamaearth,Color Care,Combo,Mix,1PCS,Discontinued,Discontinued
8904417302554,Mamaearth,Color Care,Combo,Mix,1PCS,Discontinued,Discontinued
8904417302561,Mamaearth,Color Care,Kajal,Mix,1PCS,Discontinued,Discontinued
8904417302578,The Derma Co.,Face,Moisturisers,Vitamin C,100G,EPD,EPD
8904417302585,Mamaearth,Color Care,Combo,Mix,1PCS,Discontinued,Discontinued
8904417302592,Mamaearth,Face,Under Eye Care,Green Tea,60G,Discontinued,Discontinued
8904417302608,Mamaearth,Face,Face Cream,Vitamin C,150G,EPD,EPD
8904417302615,Mamaearth,Color Care,Combo,Mix,1PCS,Discontinued,Discontinued
8904417302622,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302639,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302646,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302653,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,1PCS,Discontinued,Discontinued
8904417302660,Mamaearth,Color Care,Lipstick,Moisture Matte,1PCS,Discontinued,Discontinued
8904417302677,Mamaearth,Color Care,Lipstick,Moisture Matte,1PCS,Discontinued,Discontinued
8904417302684,Mamaearth,Color Care,Lipstick,Moisture Matte,1PCS,Discontinued,Discontinued
8904417302691,Mamaearth,Color Care,Lipstick,Moisture Matte,1PCS,Discontinued,Discontinued
8904417302707,BBLUNT,Hair Care,Shampoo,Intense Moisture,300ML,EPD,EPD
8904417302714,BBLUNT,Hair Care,Shampoo,Repair Remedy,300ML,Discontinued,Discontinued
8904417302721,BBLUNT,Hair Care,Shampoo,Born Again,300ML,Discontinued,Discontinued
8904417302738,BBLUNT,Hair Care,Shampoo,Curly,300ML,EPD,EPD
8904417302745,BBLUNT,Hair Care,Conditioner,Intense Moisture,250G,EPD,EPD
8904417302752,BBLUNT,Hair Care,Conditioner,Repair Remedy,250G,Discontinued,Discontinued
8904417302769,BBLUNT,Hair Care,Conditioner,Born Again,250G,Discontinued,Discontinued
8904417302776,BBLUNT,Hair Care,Conditioner,Curly,250G,EPD,EPD
8904417302820,Ayuga,Face,Combo,Combo,250G,Discontinued,Discontinued
8904417302837,Ayuga,Face,Combo,Combo,250G,Discontinued,Discontinued
8904417302844,Ayuga,Face,Combo,Combo,250G,Discontinued,Discontinued
8904417302851,Ayuga,Face,Combo,Combo,250G,Discontinued,Discontinued
8904417302912,Ayuga,Hair,Shampoo,Bhringkesham,200G,Discontinued,Discontinued
8904417302929,Ayuga,Hair,Conditioner,Bhringkesham,200G,Discontinued,Discontinued
8904417302936,Ayuga,Hair,Hair Oil,Bhringkesham,100G,Discontinued,Discontinued
8904417302998,Mamaearth,Body,Body Lotion,Vitamin C,200G,Discontinued,Discontinued
8904417303001,Mamaearth,Body,Body Lotion,Ubtan,200G,Discontinued,Discontinued
8904417303018,Mamaearth,Body,Body Lotion,Coco,200ML,Discontinued,Discontinued
8904417303025,Mamaearth,Body,Body Lotion,Rose,200ML,Discontinued,Discontinued
8904417303049,Aqualogica,Body,Body Lotion,Glow+,300ML,Discontinued,Discontinued
8904417303056,Ayuga,Body,Body Cream,Kumkumadi,200G,Discontinued,Discontinued
8904417303063,Ayuga,Body,Body Cream,Chandanam,200G,Discontinued,Discontinued
8904417303070,Aqualogica,Body,Body Lotion,Hydrate+,300G,Discontinued,Discontinued
8904417303087,Aqualogica,Body,Body Lotion,Radiance+,200ML,Discontinued,Discontinued
8904417303094,Aqualogica,Body,Body Lotion,Clear+,300G,Discontinued,Discontinued
8904417303100,Ayuga,Face,Lip Balm,Kumkumadi,4G,Discontinued,Discontinued
8904417303117,Mamaearth,Body,Body Wash,Honey Malai,300ML,Discontinued,Discontinued
8904417303124,Mamaearth,Body,Body Lotion,Honey Malai,400ML,Discontinued,Discontinued
8904417303131,The Derma Co.,Face,Sun Care,Niacinamide,50G,EPD,EPD
8904417303148,The Derma Co.,Color Care,BB Cream,Niacinamide,30G,Discontinued,Phased Out
8904417303155,The Derma Co.,Color Care,Primer,Niacinamide,30G,Discontinued,Discontinued
8904417303186,Aqualogica,Lip,Lip Balm,Hydrate+,4G,Discontinued,Discontinued
8904417303193,Aqualogica,Lip,Lip Balm,Radiance+,4G,Discontinued,Discontinued
8904417303209,Mamaearth,Face,Cold Cream,Honey Malai,200G,EPD,EPD
8904417303216,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303223,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303230,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303247,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303254,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303261,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303278,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,216G,Discontinued,Discontinued
8904417303285,BBLUNT,Hair Care,Shampoo,Hair Fall,300ML,EPD,EPD
8904417303292,BBLUNT,Hair Care,Conditioner,Hair Fall,250G,EPD,EPD
8904417303308,Mamaearth,Face,Lip Balm,Strawberry,4G,EPD,EPD
8904417303315,Mamaearth,Face,Lip Balm,Raspberry,4G,EPD,EPD
8904417303322,Mamaearth,Face,Lip Balm,Shea Butter,4G,EPD,EPD
8904417303339,Mamaearth,Hair,Combo,Almond,650ML,Discontinued,Discontinued
8904417303346,Mamaearth,Face,Combo,Mix,225ML,Discontinued,Phased Out
8904417303353,Mamaearth,Face,Face Masks,Mix,125G,Discontinued,Discontinued
8904417303360,Aqualogica,Face,Face Cream,Clear+,200G,Discontinued,Discontinued
8904417303377,Mamaearth,Face,Face Cream,Vitamin C,160G,EPD,EPD
8904417303384,Mamaearth,Baby,Combo,Combo,500G,Discontinued,Discontinued
8904417303391,Mamaearth,Baby,Combo,Combo,200G,Discontinued,Discontinued
8904417303407,Mamaearth,Face,Lip Balm,Rose,2G,EPD,EPD
8904417303414,Mamaearth,Face,Lip Balm,Vitamin C,2G,EPD,EPD
8904417303421,Mamaearth,Face,Lip Balm,Ubtan,2G,Discontinued,Discontinued
8904417303438,Mamaearth,Face,Lip Balm,Coco,2G,EPD,EPD
8904417303445,Mamaearth,Face,Lip Balm,Cherry,2G,EPD,EPD
8904417303452,Mamaearth,Face,Cold Cream,Ubtan,400ML,Discontinued,Discontinued
8904417303469,Mamaearth,Face,Cold Cream,Coco,1ML,Discontinued,Discontinued
8904417303476,Mamaearth,Face,Cold Cream,Vitamin C,400ML,Discontinued,Discontinued
8904417303506,Mamaearth,Hair,Henna Paste,Henna,1ML,EPD,EPD
8904417303513,BBLUNT,Hair Styling Appliances,Hair Dryer,Pro Range,1G,Discontinued,Discontinued
8904417303520,BBLUNT,Hair Styling Appliances,Hair Dryer,Pro Range,1G,Discontinued,EPD
8904417303537,Mamaearth,Hair,Shampoo,Onion,600ML,EPD,EPD
8904417303544,Mamaearth,Face,Face Cream,Vitamin C,20G,EPD,EPD
8904417303551,Aqualogica,Face,Face Cream,Hydrate+,200G,Discontinued,Discontinued
8904417303568,Aqualogica,Face,Face Cream,Glow+,200G,Discontinued,Discontinued
8904417303575,Aqualogica,Face,Face Cream,Radiance+,200G,Discontinued,Discontinued
8904417303599,Mamaearth,Fragrances,Fragrance,Mamaearth Me,1PCS,Discontinued,Discontinued
8904417303605,Mamaearth,Fragrances,Fragrance,Mamaearth Me,1PCS,Discontinued,Discontinued
8904417303612,Mamaearth,Fragrances,Fragrance,Mamaearth Me,1PCS,Discontinued,Discontinued
8904417303629,Mamaearth,Fragrances,Fragrance,Mamaearth Me,1PCS,Discontinued,Discontinued
8904417303636,Mamaearth,Fragrances,Fragrance,Mamaearth Me,1PCS,Discontinued,Discontinued
8904417303643,Mamaearth,Fragrances,Fragrance,Mamaearth Me,1PCS,Discontinued,Discontinued
8904417303650,The Derma Co.,Face,Sun Care,Zinc,4G,Discontinued,Phased Out
8904417303667,Aqualogica,Face,Face Serum,Radiance+,30ML,Discontinued,Phased Out
8904417303674,Mamaearth,Face,Moisturisers,Honey Malai,80G,Discontinued,EPD
8904417303681,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,Discontinued,Discontinued
8904417303698,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,Discontinued,Discontinued
8904417303704,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,EPD,EPD
8904417303711,BBLUNT,Hair Care,Combo,Intense Moisture,1PCS,EPD,EPD
8904417303728,BBLUNT,Hair Care,Combo,Intense Moisture,1PCS,Discontinued,Discontinued
8904417303735,BBLUNT,Hair Care,Combo,Intense Moisture,1PCS,Discontinued,Discontinued
8904417303742,BBLUNT,Hair Care,Combo,Curly,1PCS,Discontinued,Discontinued
8904417303759,BBLUNT,Hair Care,Combo,Curly,1ML,Discontinued,Discontinued
8904417303766,BBLUNT,Hair Care,Combo,Curly,1PCS,EPD,EPD
8904417303773,BBLUNT,Hair Care,Combo,Curly,1ML,Discontinued,Discontinued
8904417303780,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,Discontinued,Discontinued
8904417303797,Mamaearth,Face,Face Cream,Honey Malai,50G,Discontinued,Phased Out
8904417303803,Mamaearth,Face,Face Cream,Honey Malai,50G,Discontinued,Discontinued
8904417303810,BBLUNT,Premium Range,Dry Shampoo,Back To Life,150ML,Discontinued,Discontinued
8904417303919,Mamaearth,Gifting,Gifting Bag,Mix,1ML,Discontinued,Discontinued
8904417303926,Mamaearth,Gifting,Gifting Bag,Mix,1G,Discontinued,Discontinued
8904417303933,Mamaearth,Face,Cold Cream,Honey Malai,10ML,Discontinued,Discontinued
8904417303957,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,EPD,EPD
8904417303964,Mamaearth,Color Care,CC Cream,CC Serum,30ML,Discontinued,Phased Out
8904417303971,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,EPD,EPD
8904417303988,BBLUNT,Styling Products,Hair Spray,Hot Shot,1PCS,EPD,EPD
8904417303995,BBLUNT,Hair Care,Combo,Curly,1PCS,Discontinued,Discontinued
8904417304008,BBLUNT,Hair Care,Combo,Curly,1PCS,Discontinued,Discontinued
8904417304022,Mamaearth,Color Care,CC Cream,CC Serum,30ML,Discontinued,Phased Out
8904417304039,Mamaearth,Color Care,CC Cream,CC Serum,30ML,Discontinued,Phased Out
8904417304053,Mamaearth,Fragrances,Fragrance,Tropical Garden,1ML,Discontinued,Discontinued
8904417304060,Mamaearth,Fragrances,Fragrance,Tropical Garden,1ML,Discontinued,Discontinued
8904417304077,Ayuga,Hair,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304114,Mamaearth,Combo,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304121,Mamaearth,Combo,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304138,Ayuga,Hair,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304145,Ayuga,Hair,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304152,Mamaearth,Face,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304176,Aqualogica,Face,Face Cream,Radiance+,15G,Discontinued,Discontinued
8904417304190,Mamaearth,Body,Soap,Honey Malai,625G,Discontinued,Phased Out
8904417304213,BBLUNT,Hair Care,Shampoo,Anti Dandruff,300ML,Discontinued,Discontinued
8904417304220,BBLUNT,Hair Care,Conditioner,Anti Dandruff,250G,Discontinued,Discontinued
8904417304237,BBLUNT,Hair Care,Shampoo,Intense Moisture,50ML,Discontinued,Discontinued
8904417304244,BBLUNT,Hair Care,Conditioner,Intense Moisture,50G,Discontinued,Discontinued
8904417304459,Staze,Eye,Eyeliner,9 To 9,1G,NPD,EPD
8904417304534,Mamaearth,Face,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304541,Mamaearth,Combo,Combo,Combo,1PCS,Discontinued,Discontinued
8904417304565,The Derma Co.,Face,Facial Kit,C-Cinamide,60G,Discontinued,Discontinued
8904417304657,Mamaearth,Face,Face Serum,Rice,1PCS,Discontinued,Discontinued
8904417304664,Mamaearth,Face,Face Masks,Rice,1PCS,Discontinued,Discontinued
8904417304671,Mamaearth,Face,Face Masks,Green Tea,1PCS,Discontinued,Discontinued
8904417304695,Mamaearth,Body,Body Scrub,Neem,1PCS,Discontinued,Discontinued
8904417304718,Mamaearth,Face,Face Masks,Aloe Vera,1PCS,Discontinued,Discontinued
8904417304732,Mamaearth,Color Care,Kajal,Kohl,1PCS,Discontinued,Discontinued
8904417304749,Mamaearth,Hair,Hair Oil,Argan,1PCS,Discontinued,Discontinued
8904417304756,Mamaearth,Face,Face Serum,Solution Oriented,1PCS,Discontinued,Discontinued
8904417304763,Mamaearth,Face,Face Serum,Solution Oriented,1PCS,Discontinued,Discontinued
8904417304770,Mamaearth,Hair,Hair Mask,Rice,1PCS,Discontinued,Discontinued
8904417304794,Mamaearth,Face,Moisturisers,Aloe Vera,1PCS,Discontinued,Phased Out
8904417304800,Mamaearth,Face,Face Serum,Solution Oriented,1PCS,Discontinued,Discontinued
8904417304817,Mamaearth,Face,Face Serum,Aloe Vera,1PCS,Discontinued,Discontinued
8904417304824,Mamaearth,Face,Face Cream,Aloe Vera,1PCS,Discontinued,Discontinued
8904417304831,Mamaearth,Face,Face Cleanser,Ubtan,1PCS,EPD,EPD
8904417304855,Mamaearth,Color Care,Concealer,Liquid Concealer,1PCS,Discontinued,Discontinued
8904417304862,Mamaearth,Face,Beard Care,Tea Tree,1PCS,Discontinued,Discontinued
8904417304879,Mamaearth,Face,Beard Care,Almond,1PCS,Discontinued,Discontinued
8904417304886,Mamaearth,Face,Beard Care,Onion,1PCS,Discontinued,Discontinued
8904417304909,Mamaearth,Hair,Oil Booster,Tea Tree,1PCS,Discontinued,Discontinued
8904417304916,Mamaearth,Hair,Oil Booster,Rice,1PCS,Discontinued,Discontinued
8904417304923,Mamaearth,Fragrances,Fragrance,Mix,1PCS,Discontinued,Discontinued
8904417304930,Mamaearth,Fragrances,Fragrance,Mix,1PCS,Discontinued,Discontinued
8904417304947,Mamaearth,Fragrances,Fragrance,Mix,1PCS,Discontinued,Discontinued
8904417304954,Mamaearth,Fragrances,Fragrance,Mix,1PCS,Discontinued,Discontinued
8904417304961,Mamaearth,Color Care,Tint,Creme Tint,4G,Discontinued,Phased Out
8904417304978,Mamaearth,Color Care,Tint,Creme Tint,4G,Discontinued,Phased Out
8904417304985,Mamaearth,Color Care,Tint,Creme Tint,4G,Discontinued,EPD
8904417304992,Mamaearth,Face,Face Cleanser,Ubtan,1PCS,EPD,EPD
8904417305005,The Derma Co.,Body,Soap,Kojic Acid,1PCS,EPD,EPD
8904417305012,Mamaearth,Face,Lip Balm,Strawberry,1PCS,EPD,EPD
8904417305029,Mamaearth,Face,Lip Balm,Raspberry,1PCS,Discontinued,Discontinued
