ForecastKey,DateKey,Chain_ID,Zone,SKU_Code,Forecast_Qty,Forecast_Revenue,Target_Revenue,Forecast_CM2_Value,Confidence_Level,Forecast_Type
645,202605,CH07,East,SKU-301,291,46307.97,46530.4,15349.06,0.89,Rolling
646,202605,CH07,East,SKU-302,274,22346.99,23230.69,7174.82,0.91,Rolling
647,202605,CH07,East,SKU-303,263,56763.94,54786.89,19129.93,0.88,Rolling
648,202605,CH07,East,SKU-401,283,101945.88,104571.27,35194.86,0.88,Rolling
649,202605,CH07,East,SKU-402,267,35376.63,34059.85,11449.41,0.73,Rolling
650,202605,CH07,West,SKU-101,234,41339.28,40112.7,13343.78,0.67,Rolling
651,202605,CH07,West,SKU-102,258,80778.0,83811.67,27971.65,0.7,Rolling
652,202605,CH07,West,SKU-103,258,41263.58,39488.49,13893.48,0.72,Rolling
653,202605,CH07,West,SKU-201,283,29829.24,30935.94,10122.99,0.93,Rolling
654,202605,CH07,West,SKU-202,259,60084.25,59440.97,20812.66,0.94,Rolling
655,202605,CH07,West,SKU-203,270,36526.79,37815.23,12395.88,0.66,Rolling
656,202605,CH07,West,SKU-301,272,43503.21,42756.31,14537.04,0.89,Rolling
657,202605,CH07,West,SKU-302,231,19939.08,19400.57,6582.63,0.95,Rolling
658,202605,CH07,West,SKU-303,287,62103.8,61115.95,20426.7,0.72,Rolling
659,202605,CH07,West,SKU-401,288,96361.16,95175.86,32300.39,0.81,Rolling
660,202605,CH07,West,SKU-402,293,42900.29,42648.75,14688.68,0.93,Rolling
661,202605,CH08,North,SKU-101,296,53695.98,53571.98,17877.9,0.84,Rolling
662,202605,CH08,North,SKU-102,305,87047.11,84369.64,30189.96,0.94,Rolling
663,202605,CH08,North,SKU-103,269,43075.21,43924.4,14242.39,0.92,Rolling
664,202605,CH08,North,SKU-201,273,28841.87,28667.79,9490.87,0.67,Rolling
665,202605,CH08,North,SKU-202,257,58021.8,58611.71,19626.29,0.77,Rolling
666,202605,CH08,North,SKU-203,266,36014.79,37771.49,11999.71,0.84,Rolling
667,202605,CH08,North,SKU-301,233,37749.65,39419.91,13209.34,0.73,Rolling
668,202605,CH08,North,SKU-302,273,24311.47,23478.68,8404.1,0.92,Rolling
669,202605,CH08,North,SKU-303,268,49990.38,50909.02,16465.18,0.92,Rolling
670,202605,CH08,North,SKU-401,278,98945.91,94451.55,34428.99,0.84,Rolling
671,202605,CH08,North,SKU-402,280,39020.6,40053.27,13397.93,0.88,Rolling
672,202605,CH08,South,SKU-101,302,60041.9,59069.88,20956.58,0.68,Rolling
673,202605,CH08,South,SKU-102,270,75223.42,76318.18,24367.25,0.86,Rolling
674,202605,CH08,South,SKU-103,290,42632.69,42705.37,13700.94,0.93,Rolling
675,202605,CH08,South,SKU-201,250,23969.96,24743.29,7779.66,0.66,Rolling
676,202605,CH08,South,SKU-202,281,65475.48,65836.16,21165.88,0.93,Rolling
677,202605,CH08,South,SKU-203,268,36454.97,36835.42,11996.72,0.71,Rolling
678,202605,CH08,South,SKU-301,272,40492.16,41190.92,13796.29,0.66,Rolling
679,202605,CH08,South,SKU-302,262,21313.36,20750.48,6853.3,0.95,Rolling
680,202605,CH08,South,SKU-303,282,51326.64,52452.17,17100.79,0.89,Rolling
681,202605,CH08,South,SKU-401,299,99073.4,101869.19,34544.35,0.82,Rolling
682,202605,CH08,South,SKU-402,279,37101.13,37971.72,12905.0,0.84,Rolling
683,202605,CH08,East,SKU-101,285,51764.7,51930.53,16838.88,0.84,Rolling
684,202605,CH08,East,SKU-102,260,79205.87,78919.04,25775.52,0.84,Rolling
685,202605,CH08,East,SKU-103,224,32901.19,31900.28,11330.89,0.9,Rolling
686,202605,CH08,East,SKU-201,258,25505.06,26546.64,8546.22,0.85,Rolling
687,202605,CH08,East,SKU-202,266,58308.78,57373.96,19768.68,0.83,Rolling
688,202605,CH08,East,SKU-203,260,34488.66,34196.19,11686.85,0.92,Rolling
689,202605,CH08,East,SKU-301,225,32235.95,32243.35,10731.06,0.87,Rolling
690,202605,CH08,East,SKU-302,257,24243.75,25239.38,8455.33,0.88,Rolling
691,202605,CH08,East,SKU-303,296,55843.15,53087.22,19053.98,0.93,Rolling
692,202605,CH08,East,SKU-401,253,93171.39,97155.53,31622.91,0.94,Rolling
693,202605,CH08,East,SKU-402,262,35919.37,35500.91,11495.73,0.87,Rolling
694,202605,CH08,West,SKU-101,283,52757.07,52874.66,17452.0,0.65,Rolling
695,202605,CH08,West,SKU-102,273,72432.97,74283.62,23199.21,0.94,Rolling
696,202605,CH08,West,SKU-103,236,34858.57,36055.9,11532.49,0.73,Rolling
697,202605,CH08,West,SKU-201,290,27427.69,27126.78,9315.42,0.73,Rolling
698,202605,CH08,West,SKU-202,267,60795.87,62354.04,20208.51,0.78,Rolling
699,202605,CH08,West,SKU-203,243,30908.2,30851.6,10381.37,0.93,Rolling
700,202605,CH08,West,SKU-301,240,36661.25,36720.76,12691.93,0.71,Rolling
701,202605,CH08,West,SKU-302,262,21981.19,21562.07,7440.75,0.7,Rolling
702,202605,CH08,West,SKU-303,266,52793.39,55295.49,16965.96,0.94,Rolling
703,202605,CH08,West,SKU-401,274,95189.22,94749.81,32971.62,0.92,Rolling
704,202605,CH08,West,SKU-402,257,34927.33,36325.39,11514.51,0.85,Rolling
705,202606,CH01,North,SKU-101,280,54404.36,53873.67,18987.69,0.83,Rolling
706,202606,CH01,North,SKU-102,281,83506.81,81484.25,27336.2,0.86,Rolling
707,202606,CH01,North,SKU-103,271,39411.26,39800.34,13136.48,0.83,Rolling
708,202606,CH01,North,SKU-201,260,28591.06,27904.64,9406.99,0.85,Rolling
709,202606,CH01,North,SKU-202,280,64868.53,64173.19,21526.34,0.73,Rolling
710,202606,CH01,North,SKU-203,251,31532.2,32912.66,10872.32,0.91,Rolling
711,202606,CH01,North,SKU-301,296,47916.77,46278.31,15364.48,0.89,Rolling
712,202606,CH01,North,SKU-302,278,23298.0,23703.07,7485.57,0.9,Rolling
713,202606,CH01,North,SKU-303,252,47796.34,45733.7,15985.24,0.7,Rolling
714,202606,CH01,North,SKU-401,281,95990.5,96637.85,31537.59,0.76,Rolling
715,202606,CH01,North,SKU-402,287,35974.34,35356.87,11969.79,0.81,Rolling
716,202606,CH01,South,SKU-101,264,46309.69,45993.71,15350.17,0.84,Rolling
717,202606,CH01,South,SKU-102,220,62114.08,60973.26,20057.36,0.78,Rolling
718,202606,CH01,South,SKU-103,262,38301.61,39781.72,12603.58,0.86,Rolling
719,202606,CH01,South,SKU-201,275,27200.52,26844.24,9187.34,0.76,Rolling
720,202606,CH01,South,SKU-202,255,61187.3,60822.1,20727.58,0.8,Rolling
721,202606,CH01,South,SKU-203,292,39568.9,41249.0,13516.37,0.68,Rolling
722,202606,CH01,South,SKU-301,253,40877.66,41062.39,13760.79,0.84,Rolling
723,202606,CH01,South,SKU-302,267,21771.16,22775.42,7456.72,0.84,Rolling
724,202606,CH01,South,SKU-303,261,51312.69,52141.79,17395.58,0.76,Rolling
725,202606,CH01,South,SKU-401,275,88202.07,87766.54,30231.85,0.81,Rolling
726,202606,CH01,South,SKU-402,277,41146.36,39313.79,13772.98,0.68,Rolling
727,202606,CH01,East,SKU-101,251,45079.46,47169.74,15705.85,0.75,Rolling
728,202606,CH01,East,SKU-102,277,84496.55,85573.42,27039.54,0.88,Rolling
729,202606,CH01,East,SKU-103,282,46102.26,47985.29,15477.33,0.83,Rolling
730,202606,CH01,East,SKU-201,261,29158.76,29871.66,9423.22,0.94,Rolling
731,202606,CH01,East,SKU-202,281,57611.28,57639.86,19643.02,0.81,Rolling
732,202606,CH01,East,SKU-203,278,36917.18,38204.36,11993.93,0.73,Rolling
733,202606,CH01,East,SKU-301,230,34172.81,35216.0,11604.88,0.78,Rolling
734,202606,CH01,East,SKU-302,277,22914.68,23205.58,7773.6,0.88,Rolling
735,202606,CH01,East,SKU-303,265,54828.3,57369.01,17898.91,0.82,Rolling
736,202606,CH01,East,SKU-401,254,86829.45,87054.28,28390.09,0.66,Rolling
737,202606,CH01,East,SKU-402,273,34913.84,34299.13,11224.04,0.94,Rolling
738,202606,CH01,West,SKU-101,274,51849.64,53940.81,17343.68,0.82,Rolling
739,202606,CH01,West,SKU-102,270,78731.85,76933.6,25537.95,0.83,Rolling
740,202606,CH01,West,SKU-103,269,40087.75,40146.99,13822.53,0.67,Rolling
741,202606,CH01,West,SKU-201,263,28113.19,27522.7,9709.17,0.8,Rolling
742,202606,CH01,West,SKU-202,270,65550.3,64622.98,21252.55,0.75,Rolling
743,202606,CH01,West,SKU-203,219,29200.54,30488.35,10107.5,0.8,Rolling
744,202606,CH01,West,SKU-301,273,39282.46,37415.65,13459.59,0.69,Rolling
745,202606,CH01,West,SKU-302,291,24308.8,23476.76,8236.52,0.92,Rolling
746,202606,CH01,West,SKU-303,281,57120.8,56039.86,19990.82,0.87,Rolling
747,202606,CH01,West,SKU-401,275,98944.46,97377.34,31747.91,0.77,Rolling
748,202606,CH01,West,SKU-402,301,37742.65,39195.72,12382.09,0.72,Rolling
749,202606,CH02,North,SKU-101,260,50338.28,50295.06,17191.84,0.74,Rolling
750,202606,CH02,North,SKU-102,284,86126.27,87537.11,29325.67,0.79,Rolling
751,202606,CH02,North,SKU-103,278,45041.34,43039.46,14614.21,0.82,Rolling
752,202606,CH02,North,SKU-201,282,31641.79,33140.36,10700.57,0.79,Rolling
753,202606,CH02,North,SKU-202,282,63088.22,65713.65,21996.95,0.93,Rolling
754,202606,CH02,North,SKU-203,258,33756.83,33558.72,11120.35,0.76,Rolling
755,202606,CH02,North,SKU-301,276,43804.9,45182.23,14059.86,0.66,Rolling
756,202606,CH02,North,SKU-302,285,25447.46,24308.9,8338.1,0.84,Rolling
757,202606,CH02,North,SKU-303,270,57372.13,57587.99,19248.68,0.92,Rolling
758,202606,CH02,North,SKU-401,255,95523.81,91809.34,32844.89,0.7,Rolling
759,202606,CH02,North,SKU-402,286,36658.77,36561.09,12480.74,0.84,Rolling
760,202606,CH02,South,SKU-101,266,51256.47,51286.54,16497.79,0.93,Rolling
761,202606,CH02,South,SKU-102,253,77011.34,74820.01,25862.04,0.72,Rolling
762,202606,CH02,South,SKU-103,283,45887.12,47697.64,15576.93,0.87,Rolling
763,202606,CH02,South,SKU-201,272,29073.62,30260.66,9666.99,0.74,Rolling
764,202606,CH02,South,SKU-202,265,54613.73,54605.22,18286.29,0.83,Rolling
765,202606,CH02,South,SKU-203,263,38304.51,40049.17,12928.09,0.66,Rolling
766,202606,CH02,South,SKU-301,262,37161.41,35926.7,11942.46,0.92,Rolling
767,202606,CH02,South,SKU-302,272,25408.55,26149.31,8803.51,0.94,Rolling
768,202606,CH02,South,SKU-303,267,55635.69,53247.07,18941.37,0.86,Rolling
769,202606,CH02,South,SKU-401,296,105850.83,100687.3,34926.78,0.67,Rolling
770,202606,CH02,South,SKU-402,271,34827.37,34922.94,11357.91,0.69,Rolling
771,202606,CH02,East,SKU-101,270,52689.09,50219.75,17029.19,0.81,Rolling
772,202606,CH02,East,SKU-102,274,79997.68,82705.62,27332.77,0.69,Rolling
773,202606,CH02,East,SKU-103,274,38034.24,39385.78,13205.03,0.91,Rolling
774,202606,CH02,East,SKU-201,287,30594.75,31141.26,10530.46,0.85,Rolling
775,202606,CH02,East,SKU-202,262,63057.22,60012.33,21500.28,0.94,Rolling
776,202606,CH02,East,SKU-203,279,40270.51,39403.21,13425.45,0.74,Rolling
777,202606,CH02,East,SKU-301,258,38324.46,38835.47,13198.73,0.74,Rolling
778,202606,CH02,East,SKU-302,255,23156.62,24085.51,7421.2,0.91,Rolling
779,202606,CH02,East,SKU-303,271,50047.31,49710.07,16356.42,0.73,Rolling
780,202606,CH02,East,SKU-401,270,99384.18,100288.57,33411.23,0.78,Rolling
781,202606,CH02,East,SKU-402,258,35820.59,35902.36,11470.86,0.9,Rolling
782,202606,CH02,West,SKU-101,280,49413.31,48731.68,17198.87,0.91,Rolling
783,202606,CH02,West,SKU-102,259,73879.94,72814.82,25153.67,0.94,Rolling
784,202606,CH02,West,SKU-103,263,42956.32,40971.52,14973.84,0.85,Rolling
785,202606,CH02,West,SKU-201,304,28893.27,28859.2,9636.45,0.75,Rolling
786,202606,CH02,West,SKU-202,278,65007.96,66483.72,21631.53,0.93,Rolling
787,202606,CH02,West,SKU-203,252,31465.28,32394.92,10655.8,0.74,Rolling
788,202606,CH02,West,SKU-301,252,35910.57,35742.81,11757.67,0.73,Rolling
789,202606,CH02,West,SKU-302,292,26800.54,25556.22,8869.77,0.79,Rolling
790,202606,CH02,West,SKU-303,253,54113.26,56491.16,17444.18,0.75,Rolling
791,202606,CH02,West,SKU-401,311,112420.38,117729.11,39273.69,0.79,Rolling
792,202606,CH02,West,SKU-402,251,36629.64,38137.62,12389.48,0.88,Rolling
793,202606,CH03,North,SKU-101,282,57466.52,58531.98,19309.9,0.72,Rolling
794,202606,CH03,North,SKU-102,282,78091.09,80449.02,26621.36,0.93,Rolling
795,202606,CH03,North,SKU-103,252,36467.13,37938.88,11778.33,0.85,Rolling
796,202606,CH03,North,SKU-201,285,32163.87,33291.96,10576.72,0.65,Rolling
797,202606,CH03,North,SKU-202,260,62498.41,65417.85,20131.56,0.79,Rolling
798,202606,CH03,North,SKU-203,272,36142.32,35481.22,12146.77,0.85,Rolling
799,202606,CH03,North,SKU-301,280,45057.32,45861.79,15620.12,0.78,Rolling
800,202606,CH03,North,SKU-302,294,25573.22,25269.27,8899.08,0.86,Rolling
801,202606,CH03,North,SKU-303,300,61229.6,58877.48,20128.89,0.94,Rolling
802,202606,CH03,North,SKU-401,261,95447.31,97680.82,31360.53,0.74,Rolling
803,202606,CH03,North,SKU-402,268,38425.23,37722.39,13280.26,0.89,Rolling
804,202606,CH03,South,SKU-101,278,53539.3,53243.92,17676.88,0.9,Rolling
805,202606,CH03,South,SKU-102,269,71737.4,69162.21,25059.28,0.83,Rolling
806,202606,CH03,South,SKU-103,270,38848.99,39698.64,12530.49,0.82,Rolling
807,202606,CH03,South,SKU-201,273,28531.38,27495.87,9620.29,0.68,Rolling
808,202606,CH03,South,SKU-202,254,57037.82,54668.08,19055.3,0.93,Rolling
809,202606,CH03,South,SKU-203,281,36239.83,36869.17,12569.46,0.66,Rolling
810,202606,CH03,South,SKU-301,287,44001.0,46015.43,15067.23,0.91,Rolling
811,202606,CH03,South,SKU-302,263,23644.8,23222.94,7970.84,0.72,Rolling
812,202606,CH03,South,SKU-303,250,52243.34,54417.64,17435.24,0.84,Rolling
813,202606,CH03,South,SKU-401,245,87349.33,89798.07,30033.6,0.73,Rolling
814,202606,CH03,South,SKU-402,271,34020.17,34642.91,11868.55,0.74,Rolling
815,202606,CH03,East,SKU-101,282,52458.78,50023.69,18095.32,0.9,Rolling
816,202606,CH03,East,SKU-102,276,73180.79,75032.69,25012.89,0.92,Rolling
817,202606,CH03,East,SKU-103,281,44681.73,45265.66,14870.48,0.92,Rolling
818,202606,CH03,East,SKU-201,277,26558.11,26002.26,8931.81,0.73,Rolling
819,202606,CH03,East,SKU-202,256,53793.91,55409.93,17995.73,0.82,Rolling
820,202606,CH03,East,SKU-203,250,33426.82,34457.08,11468.9,0.72,Rolling
821,202606,CH03,East,SKU-301,275,45626.64,47689.53,15371.52,0.86,Rolling
822,202606,CH03,East,SKU-302,286,26110.99,27308.32,8822.74,0.84,Rolling
823,202606,CH03,East,SKU-303,289,60324.41,58720.8,19975.7,0.69,Rolling
824,202606,CH03,East,SKU-401,270,103899.44,105054.89,35699.16,0.75,Rolling
825,202606,CH03,East,SKU-402,288,40614.71,39779.8,13665.19,0.84,Rolling
826,202606,CH03,West,SKU-101,274,56536.56,59199.34,19223.72,0.94,Rolling
827,202606,CH03,West,SKU-102,288,81815.48,79675.12,26191.26,0.71,Rolling
828,202606,CH03,West,SKU-103,266,42416.11,43826.39,14814.21,0.84,Rolling
829,202606,CH03,West,SKU-201,268,26420.83,25662.36,8779.0,0.95,Rolling
830,202606,CH03,West,SKU-202,253,55104.5,54868.99,17879.14,0.77,Rolling
831,202606,CH03,West,SKU-203,245,30808.12,31703.12,10382.28,0.87,Rolling
832,202606,CH03,West,SKU-301,266,37386.02,37475.21,12540.58,0.79,Rolling
833,202606,CH03,West,SKU-302,282,25982.92,25057.58,8799.42,0.67,Rolling
834,202606,CH03,West,SKU-303,279,51955.02,53836.06,17582.63,0.76,Rolling
835,202606,CH03,West,SKU-401,299,114555.55,110390.9,38610.85,0.89,Rolling
836,202606,CH03,West,SKU-402,271,37428.78,37847.01,12795.45,0.88,Rolling
837,202606,CH04,North,SKU-101,284,51622.45,51128.1,17721.16,0.94,Rolling
838,202606,CH04,North,SKU-102,241,66968.16,65129.18,22446.01,0.83,Rolling
839,202606,CH04,North,SKU-103,253,37926.93,37300.48,12780.2,0.88,Rolling
840,202606,CH04,North,SKU-201,286,31196.18,30850.09,10686.21,0.77,Rolling
841,202606,CH04,North,SKU-202,295,63507.18,63833.21,20930.46,0.78,Rolling
842,202606,CH04,North,SKU-203,270,36879.68,36372.44,12075.59,0.77,Rolling
843,202606,CH04,North,SKU-301,271,38265.17,37199.9,12680.68,0.76,Rolling
844,202606,CH04,North,SKU-302,265,22551.12,22555.4,7638.45,0.72,Rolling
845,202606,CH04,North,SKU-303,281,55639.21,57362.82,18210.98,0.91,Rolling
846,202606,CH04,North,SKU-401,273,102853.81,106120.27,34769.41,0.88,Rolling
847,202606,CH04,North,SKU-402,267,33330.35,31963.34,11495.06,0.67,Rolling
848,202606,CH04,South,SKU-101,252,43858.4,42904.06,14803.14,0.83,Rolling
849,202606,CH04,South,SKU-102,284,81936.19,83782.3,27445.24,0.83,Rolling
850,202606,CH04,South,SKU-103,295,43874.19,41696.05,14847.15,0.66,Rolling
851,202606,CH04,South,SKU-201,270,28342.83,27689.92,9738.17,0.73,Rolling
852,202606,CH04,South,SKU-202,282,59259.44,61660.24,19319.72,0.95,Rolling
853,202606,CH04,South,SKU-203,254,36049.05,36746.33,12392.6,0.73,Rolling
854,202606,CH04,South,SKU-301,267,40125.67,40917.45,13603.37,0.68,Rolling
855,202606,CH04,South,SKU-302,284,25722.24,24835.06,8437.92,0.77,Rolling
856,202606,CH04,South,SKU-303,259,54765.79,55522.83,18454.11,0.72,Rolling
857,202606,CH04,South,SKU-401,298,110697.09,115863.03,37837.68,0.95,Rolling
858,202606,CH04,South,SKU-402,277,35579.93,34955.73,11393.19,0.85,Rolling
859,202606,CH04,East,SKU-101,258,48228.0,48131.33,16830.16,0.72,Rolling
860,202606,CH04,East,SKU-102,281,76694.43,76702.07,25347.97,0.88,Rolling
861,202606,CH04,East,SKU-103,276,44149.47,42980.2,15125.99,0.91,Rolling
862,202606,CH04,East,SKU-201,292,29844.23,31282.15,9890.01,0.84,Rolling
863,202606,CH04,East,SKU-202,280,57613.53,59131.18,19775.37,0.85,Rolling
864,202606,CH04,East,SKU-203,260,32777.18,32684.05,10728.45,0.75,Rolling
865,202606,CH04,East,SKU-301,251,35122.98,36597.8,11798.24,0.77,Rolling
866,202606,CH04,East,SKU-302,272,25829.39,24999.48,8494.42,0.94,Rolling
867,202606,CH04,East,SKU-303,264,49311.67,46975.97,17244.18,0.73,Rolling
868,202606,CH04,East,SKU-401,275,89205.89,89041.65,29632.87,0.83,Rolling
869,202606,CH04,East,SKU-402,267,36548.53,37256.57,12678.48,0.69,Rolling
870,202606,CH04,West,SKU-101,256,45830.91,45888.58,15107.49,0.78,Rolling
871,202606,CH04,West,SKU-102,272,75670.07,75878.36,26363.37,0.77,Rolling
872,202606,CH04,West,SKU-103,238,33773.06,32861.15,11433.62,0.67,Rolling
873,202606,CH04,West,SKU-201,268,27463.63,26142.98,9600.34,0.76,Rolling
874,202606,CH04,West,SKU-202,284,63318.0,62611.77,20912.43,0.66,Rolling
875,202606,CH04,West,SKU-203,263,37044.87,35731.35,12511.34,0.92,Rolling
876,202606,CH04,West,SKU-301,280,45495.3,44592.42,15178.25,0.81,Rolling
877,202606,CH04,West,SKU-302,300,28488.35,27218.87,9343.41,0.8,Rolling
878,202606,CH04,West,SKU-303,269,53592.66,55920.6,17536.4,0.73,Rolling
879,202606,CH04,West,SKU-401,298,107050.84,108996.34,35879.83,0.86,Rolling
880,202606,CH04,West,SKU-402,252,31958.81,31641.81,10298.97,0.81,Rolling
881,202606,CH05,North,SKU-101,278,55771.28,56000.51,19407.21,0.79,Rolling
882,202606,CH05,North,SKU-102,273,77296.92,79913.29,25164.42,0.82,Rolling
883,202606,CH05,North,SKU-103,281,45786.61,45826.63,15535.16,0.77,Rolling
884,202606,CH05,North,SKU-201,268,30122.86,31313.96,9764.36,0.91,Rolling
885,202606,CH05,North,SKU-202,306,68783.64,70703.36,23170.62,0.95,Rolling
886,202606,CH05,North,SKU-203,268,38447.57,38424.89,13291.69,0.81,Rolling
887,202606,CH05,North,SKU-301,266,39623.97,40550.92,13774.82,0.73,Rolling
888,202606,CH05,North,SKU-302,263,23971.64,25074.79,8131.87,0.84,Rolling
889,202606,CH05,North,SKU-303,272,56740.94,57319.98,19283.08,0.92,Rolling
890,202606,CH05,North,SKU-401,285,108355.33,113664.03,36563.26,0.68,Rolling
891,202606,CH05,North,SKU-402,268,33220.47,31748.43,10697.48,0.87,Rolling
892,202606,CH05,South,SKU-101,270,48006.6,49121.5,15824.44,0.73,Rolling
893,202606,CH05,South,SKU-102,277,77717.94,78817.55,25502.1,0.89,Rolling
894,202606,CH05,South,SKU-103,256,40972.68,41824.47,13335.75,0.68,Rolling
895,202606,CH05,South,SKU-201,288,28981.88,29440.36,9382.15,0.8,Rolling
896,202606,CH05,South,SKU-202,241,53191.26,52895.44,17093.54,0.76,Rolling
897,202606,CH05,South,SKU-203,283,40040.79,39518.17,13321.46,0.82,Rolling
898,202606,CH05,South,SKU-301,307,42577.23,43036.88,14837.01,0.95,Rolling
899,202606,CH05,South,SKU-302,269,24315.42,24450.7,8243.48,0.91,Rolling
900,202606,CH05,South,SKU-303,282,55996.72,56778.44,18684.49,0.79,Rolling
901,202606,CH05,South,SKU-401,269,90759.52,90965.03,29982.3,0.68,Rolling
902,202606,CH05,South,SKU-402,241,31839.3,33414.87,10477.42,0.72,Rolling
903,202606,CH05,East,SKU-101,273,49394.08,50428.4,15897.1,0.93,Rolling
904,202606,CH05,East,SKU-102,242,69575.87,69214.71,24295.84,0.95,Rolling
905,202606,CH05,East,SKU-103,277,42152.71,42275.64,14139.43,0.82,Rolling
906,202606,CH05,East,SKU-201,280,29503.51,29705.2,10045.16,0.68,Rolling
907,202606,CH05,East,SKU-202,276,61905.18,63597.19,21120.15,0.69,Rolling
908,202606,CH05,East,SKU-203,274,34865.85,36096.29,11891.92,0.88,Rolling
909,202606,CH05,East,SKU-301,259,42365.03,41771.21,13636.9,0.83,Rolling
910,202606,CH05,East,SKU-302,248,22404.03,23243.56,7696.79,0.68,Rolling
911,202606,CH05,East,SKU-303,264,51981.68,54437.12,17781.49,0.65,Rolling
912,202606,CH05,East,SKU-401,292,95856.17,98103.93,33161.35,0.81,Rolling
913,202606,CH05,East,SKU-402,260,34318.36,33723.54,11231.96,0.83,Rolling
914,202606,CH05,West,SKU-101,295,53312.69,55117.74,18246.46,0.93,Rolling
915,202606,CH05,West,SKU-102,252,73139.77,73976.74,24458.32,0.83,Rolling
916,202606,CH05,West,SKU-103,253,39595.93,39329.47,13477.8,0.79,Rolling
917,202606,CH05,West,SKU-201,262,26792.8,25515.02,9111.05,0.9,Rolling
918,202606,CH05,West,SKU-202,263,64288.92,62769.76,20816.67,0.76,Rolling
919,202606,CH05,West,SKU-203,282,38889.19,38560.81,12581.93,0.75,Rolling
920,202606,CH05,West,SKU-301,281,39667.0,38331.5,13455.92,0.89,Rolling
921,202606,CH05,West,SKU-302,263,21714.76,21305.17,6961.93,0.88,Rolling
922,202606,CH05,West,SKU-303,265,55070.71,56881.12,18094.57,0.71,Rolling
923,202606,CH05,West,SKU-401,288,98609.61,101004.01,31785.77,0.82,Rolling
924,202606,CH05,West,SKU-402,267,34514.39,33771.61,11160.43,0.84,Rolling
925,202606,CH06,North,SKU-101,257,53028.5,52854.16,17592.94,0.87,Rolling
926,202606,CH06,North,SKU-102,296,84420.65,85355.87,27821.41,0.88,Rolling
927,202606,CH06,North,SKU-103,258,42579.93,42403.77,13891.66,0.86,Rolling
928,202606,CH06,North,SKU-201,259,28851.4,27877.6,9288.18,0.73,Rolling
929,202606,CH06,North,SKU-202,275,61271.92,62052.14,21167.13,0.72,Rolling
930,202606,CH06,North,SKU-203,287,40325.67,40046.1,13042.95,0.86,Rolling
931,202606,CH06,North,SKU-301,255,37730.36,38308.73,12338.58,0.71,Rolling
932,202606,CH06,North,SKU-302,267,21529.61,21377.31,7398.57,0.86,Rolling
933,202606,CH06,North,SKU-303,290,63072.31,62072.06,22057.14,0.73,Rolling
934,202606,CH06,North,SKU-401,269,92127.18,95280.52,31543.66,0.95,Rolling
935,202606,CH06,North,SKU-402,275,34525.39,36239.79,11619.38,0.86,Rolling
936,202606,CH06,South,SKU-101,266,55310.12,53465.09,18184.37,0.7,Rolling
937,202606,CH06,South,SKU-102,285,75641.31,74117.09,25372.04,0.77,Rolling
938,202606,CH06,South,SKU-103,308,48848.33,49232.16,15979.48,0.73,Rolling
939,202606,CH06,South,SKU-201,270,26980.82,27810.51,9023.57,0.85,Rolling
940,202606,CH06,South,SKU-202,253,54737.81,54882.4,18798.32,0.88,Rolling
941,202606,CH06,South,SKU-203,263,38727.51,39214.2,12565.23,0.85,Rolling
942,202606,CH06,South,SKU-301,246,37508.81,37077.98,12066.97,0.76,Rolling
943,202606,CH06,South,SKU-302,295,25836.6,26950.57,8573.75,0.78,Rolling
944,202606,CH06,South,SKU-303,274,51394.88,48920.5,17386.6,0.93,Rolling
945,202606,CH06,South,SKU-401,246,84485.05,87093.46,27717.67,0.91,Rolling
946,202606,CH06,South,SKU-402,273,36206.92,37227.94,11767.14,0.66,Rolling
947,202606,CH06,East,SKU-101,265,53312.0,53403.46,17974.89,0.69,Rolling
948,202606,CH06,East,SKU-102,289,85673.88,85384.22,29894.51,0.91,Rolling
949,202606,CH06,East,SKU-103,277,43035.73,43360.39,14280.43,0.74,Rolling
950,202606,CH06,East,SKU-201,266,27291.24,26646.0,9356.22,0.81,Rolling
951,202606,CH06,East,SKU-202,239,57399.76,58864.81,18924.55,0.93,Rolling
952,202606,CH06,East,SKU-203,257,34518.21,34031.4,11604.08,0.89,Rolling
953,202606,CH06,East,SKU-301,289,43350.17,41825.02,13933.89,0.84,Rolling
954,202606,CH06,East,SKU-302,238,21097.51,20461.59,7092.68,0.7,Rolling
955,202606,CH06,East,SKU-303,267,53018.72,51156.17,18117.28,0.71,Rolling
956,202606,CH06,East,SKU-401,282,98403.04,101861.27,33580.84,0.66,Rolling
957,202606,CH06,East,SKU-402,260,32166.5,32312.07,10995.63,0.84,Rolling
958,202606,CH06,West,SKU-101,283,56292.41,58102.43,19104.0,0.77,Rolling
959,202606,CH06,West,SKU-102,269,82938.22,81049.04,27391.37,0.93,Rolling
960,202606,CH06,West,SKU-103,274,42926.3,45032.96,14796.85,0.87,Rolling
961,202606,CH06,West,SKU-201,255,26648.24,27685.62,8791.12,0.67,Rolling
962,202606,CH06,West,SKU-202,269,62687.66,65553.15,21359.52,0.92,Rolling
963,202606,CH06,West,SKU-203,268,38792.36,39610.4,13004.49,0.84,Rolling
964,202606,CH06,West,SKU-301,280,45030.44,47058.27,15038.24,0.86,Rolling
965,202606,CH06,West,SKU-302,282,25035.23,25990.69,8348.44,0.67,Rolling
966,202606,CH06,West,SKU-303,289,61585.09,59359.08,19764.05,0.93,Rolling
967,202606,CH06,West,SKU-401,250,93332.96,95280.87,30234.08,0.85,Rolling
