SalesKey,DateKey,Chain_ID,Zone,SKU_Code,Ordered_Qty,Delivered_Qty,Actual_Qty,Actual_Revenue,Base_COGS,Logistics_Cost,Scheme_Adjustment,Promo_Cost,CM2_Provisional,Metric_Type
1048,202606,CH08,West,SKU-103,248,236,236,32994.71,22420.0,1649.74,991.97,834.86,10574.71,Actual
1049,202606,CH08,West,SKU-201,249,227,227,24264.26,14755.0,1213.21,908.65,0,9509.26,Actual
1050,202606,CH08,West,SKU-202,255,240,240,58420.37,33600.0,2921.02,1253.58,0,24820.37,Actual
1051,202606,CH08,West,SKU-203,256,247,247,35504.81,20995.0,1775.24,1405.24,711.42,14509.81,Actual
1052,202606,CH08,West,SKU-301,248,234,234,33116.95,22230.0,1655.85,1024.14,0,10886.95,Actual
1053,202606,CH08,West,SKU-302,224,216,216,20267.11,11880.0,1013.36,445.57,239.44,8387.11,Actual
1054,202606,CH08,West,SKU-303,238,227,227,42241.03,28375.0,2112.05,930.29,0,13866.03,Actual
1055,202606,CH08,West,SKU-401,256,235,235,87201.06,51700.0,4360.05,2858.8,0,35501.06,Actual
1056,202606,CH08,West,SKU-402,237,215,215,31288.69,18275.0,1564.43,1168.07,0,13013.69,Actual
1057,202607,CH01,North,SKU-101,254,231,231,43749.44,27720.0,2624.97,1487.79,1101.5,16029.44,Actual
1058,202607,CH01,North,SKU-102,227,221,221,67402.74,39780.0,4044.16,2040.3,0,27622.74,Actual
1059,202607,CH01,North,SKU-103,286,276,276,41119.7,26220.0,2467.18,1227.82,799.29,14899.7,Actual
1060,202607,CH01,North,SKU-201,249,232,232,25629.7,15080.0,1537.78,683.44,0,10549.7,Actual
1061,202607,CH01,North,SKU-202,250,240,240,51122.44,33600.0,3067.35,1519.85,0,17522.44,Actual
1062,202607,CH01,North,SKU-203,242,236,236,30524.37,20060.0,1831.46,796.75,0,10464.37,Actual
1063,202607,CH01,North,SKU-301,233,210,210,30765.42,19950.0,1845.93,814.14,0,10815.42,Actual
1064,202607,CH01,North,SKU-302,252,235,235,20123.81,12925.0,1207.43,791.07,0,7198.81,Actual
1065,202607,CH01,North,SKU-303,244,228,228,43406.64,28500.0,2604.4,1527.5,612.89,14906.64,Actual
1066,202607,CH01,North,SKU-401,260,250,250,86662.39,55000.0,5199.74,2320.36,0,31662.39,Actual
1067,202607,CH01,North,SKU-402,253,228,228,32414.96,19380.0,1944.9,1201.0,452.64,13034.96,Actual
1068,202607,CH01,South,SKU-101,271,250,250,50004.15,30000.0,2500.21,1906.07,626.69,20004.15,Actual
1069,202607,CH01,South,SKU-102,233,213,213,56535.46,38340.0,2826.77,2197.83,0,18195.46,Actual
1070,202607,CH01,South,SKU-103,278,265,265,38540.98,25175.0,1927.05,1278.71,1147.85,13365.98,Actual
1071,202607,CH01,South,SKU-201,239,217,217,20672.39,14105.0,1033.62,415.07,0,6567.39,Actual
1072,202607,CH01,South,SKU-202,264,240,240,51744.68,33600.0,2587.23,1329.5,906.54,18144.68,Actual
1073,202607,CH01,South,SKU-203,262,236,236,29553.3,20060.0,1477.66,651.55,0,9493.3,Actual
1074,202607,CH01,South,SKU-301,246,237,237,36952.09,22515.0,1847.6,1083.71,636.81,14437.09,Actual
1075,202607,CH01,South,SKU-302,227,207,207,19183.13,11385.0,959.16,580.2,0,7798.13,Actual
1076,202607,CH01,South,SKU-303,249,235,235,50932.02,29375.0,2546.6,1568.93,560.58,21557.02,Actual
1077,202607,CH01,South,SKU-401,219,210,210,67440.04,46200.0,3372.0,2324.43,0,21240.04,Actual
1078,202607,CH01,South,SKU-402,230,212,212,26965.77,18020.0,1348.29,673.59,0,8945.77,Actual
1079,202607,CH01,East,SKU-101,244,227,227,43493.71,27240.0,3479.5,1728.07,0,16253.71,Actual
1080,202607,CH01,East,SKU-102,217,206,206,54353.64,37080.0,4348.29,1146.33,1452.81,17273.64,Actual
1081,202607,CH01,East,SKU-103,250,228,228,35056.24,21660.0,2804.5,839.73,574.09,13396.24,Actual
1082,202607,CH01,East,SKU-201,254,248,248,23936.58,16120.0,1914.93,489.25,0,7816.58,Actual
1083,202607,CH01,East,SKU-202,265,241,241,51931.4,33740.0,4154.51,1189.88,0,18191.4,Actual
1084,202607,CH01,East,SKU-203,259,252,252,36088.92,21420.0,2887.11,1221.2,0,14668.92,Actual
1085,202607,CH01,East,SKU-301,232,212,212,34291.53,20140.0,2743.32,735.57,0,14151.53,Actual
1086,202607,CH01,East,SKU-302,260,247,247,23447.87,13585.0,1875.83,511.36,678.98,9862.87,Actual
1087,202607,CH01,East,SKU-303,238,215,215,42211.97,26875.0,3376.96,1263.42,0,15336.97,Actual
1088,202607,CH01,East,SKU-401,229,220,220,75272.31,48400.0,6021.78,2714.58,0,26872.31,Actual
1089,202607,CH01,East,SKU-402,231,210,210,27881.81,17850.0,2230.54,1002.88,0,10031.81,Actual
1090,202607,CH01,West,SKU-101,260,236,236,44179.67,28320.0,2208.98,1438.67,549.04,15859.67,Actual
1091,202607,CH01,West,SKU-102,245,231,231,71659.08,41580.0,3582.95,1683.27,0,30079.08,Actual
1092,202607,CH01,West,SKU-103,244,232,232,36217.54,22040.0,1810.88,1352.23,1009.73,14177.54,Actual
1093,202607,CH01,West,SKU-201,277,265,265,27788.02,17225.0,1389.4,976.43,0,10563.02,Actual
1094,202607,CH01,West,SKU-202,255,244,244,57703.97,34160.0,2885.2,1253.49,1112.31,23543.97,Actual
1095,202607,CH01,West,SKU-203,233,217,217,26845.3,18445.0,1342.27,832.14,601.11,8400.3,Actual
1096,202607,CH01,West,SKU-301,258,234,234,33670.42,22230.0,1683.52,1246.84,0,11440.42,Actual
1097,202607,CH01,West,SKU-302,268,243,243,23314.26,13365.0,1165.71,607.6,530.74,9949.26,Actual
1098,202607,CH01,West,SKU-303,243,229,229,42069.81,28625.0,2103.49,1338.55,0,13444.81,Actual
1099,202607,CH01,West,SKU-401,257,248,248,85079.22,54560.0,4253.96,2033.3,0,30519.22,Actual
1100,202607,CH01,West,SKU-402,267,255,255,36384.87,21675.0,1819.24,878.7,0,14709.87,Actual
1101,202607,CH02,North,SKU-101,253,247,247,46820.38,29640.0,2809.22,1359.87,0,17180.38,Actual
1102,202607,CH02,North,SKU-102,231,213,213,66539.48,38340.0,3992.37,2486.05,0,28199.48,Actual
1103,202607,CH02,North,SKU-103,272,260,260,36431.94,24700.0,2185.92,955.62,0,11731.94,Actual
1104,202607,CH02,North,SKU-201,264,254,254,26343.03,16510.0,1580.58,728.31,0,9833.03,Actual
1105,202607,CH02,North,SKU-202,247,232,232,50675.37,32480.0,3040.52,1833.23,873.41,18195.37,Actual
1106,202607,CH02,North,SKU-203,251,231,231,30057.88,19635.0,1803.47,1162.29,0,10422.88,Actual
1107,202607,CH02,North,SKU-301,261,235,235,36709.36,22325.0,2202.56,1187.99,0,14384.36,Actual
1108,202607,CH02,North,SKU-302,250,226,226,19363.79,12430.0,1161.83,462.15,0,6933.79,Actual
1109,202607,CH02,North,SKU-303,286,258,258,51277.66,32250.0,3076.66,1064.08,0,19027.66,Actual
1110,202607,CH02,North,SKU-401,260,239,239,84265.33,52580.0,5055.92,2940.44,0,31685.33,Actual
1111,202607,CH02,North,SKU-402,233,215,215,29024.6,18275.0,1741.48,724.14,0,10749.6,Actual
1112,202607,CH02,South,SKU-101,257,239,239,48680.14,28680.0,2434.01,1044.76,0,20000.14,Actual
1113,202607,CH02,South,SKU-102,254,239,239,62473.96,43020.0,3123.7,1296.37,1335.98,19453.96,Actual
1114,202607,CH02,South,SKU-103,277,259,259,39667.34,24605.0,1983.37,1543.07,931.08,15062.34,Actual
1115,202607,CH02,South,SKU-201,219,205,205,20281.63,13325.0,1014.08,590.38,438.95,6956.63,Actual
1116,202607,CH02,South,SKU-202,243,234,234,52452.55,32760.0,2622.63,1745.63,0,19692.55,Actual
1117,202607,CH02,South,SKU-203,242,221,221,32379.0,18785.0,1618.95,673.11,803.85,13594.0,Actual
1118,202607,CH02,South,SKU-301,273,246,246,37602.7,23370.0,1880.13,937.55,721.68,14232.7,Actual
1119,202607,CH02,South,SKU-302,256,236,236,21712.82,12980.0,1085.64,679.59,255.4,8732.82,Actual
1120,202607,CH02,South,SKU-303,246,240,240,49740.61,30000.0,2487.03,1271.26,0,19740.61,Actual
1121,202607,CH02,South,SKU-401,250,242,242,84235.31,53240.0,4211.77,2837.4,0,30995.31,Actual
1122,202607,CH02,South,SKU-402,272,246,246,35798.09,20910.0,1789.9,1352.17,593.59,14888.09,Actual
1123,202607,CH02,East,SKU-101,241,217,217,45106.67,26040.0,3608.53,1219.89,1223.81,19066.67,Actual
1124,202607,CH02,East,SKU-102,245,228,228,64738.07,41040.0,5179.05,2480.01,0,23698.07,Actual
1125,202607,CH02,East,SKU-103,263,246,246,40815.97,23370.0,3265.28,863.86,0,17445.97,Actual
1126,202607,CH02,East,SKU-201,238,232,232,22575.83,15080.0,1806.07,797.76,0,7495.83,Actual
1127,202607,CH02,East,SKU-202,239,233,233,54359.1,32620.0,4348.73,2045.68,1103.7,21739.1,Actual
1128,202607,CH02,East,SKU-203,264,240,240,32962.55,20400.0,2637.0,742.41,0,12562.55,Actual
1129,202607,CH02,East,SKU-301,251,240,240,33203.89,22800.0,2656.31,685.65,727.35,10403.89,Actual
1130,202607,CH02,East,SKU-302,252,228,228,20004.61,12540.0,1600.37,620.82,536.56,7464.61,Actual
1131,202607,CH02,East,SKU-303,241,228,228,42960.12,28500.0,3436.81,1207.79,0,14460.12,Actual
1132,202607,CH02,East,SKU-401,210,200,200,67301.02,44000.0,5384.08,2623.11,0,23301.02,Actual
1133,202607,CH02,East,SKU-402,239,225,225,28048.88,19125.0,2243.91,600.55,0,8923.88,Actual
1134,202607,CH02,West,SKU-101,280,270,270,53375.27,32400.0,2668.76,1758.74,0,20975.27,Actual
1135,202607,CH02,West,SKU-102,278,261,261,69770.91,46980.0,3488.55,1572.46,0,22790.91,Actual
1136,202607,CH02,West,SKU-103,254,228,228,35452.49,21660.0,1772.62,847.2,0,13792.49,Actual
1137,202607,CH02,West,SKU-201,250,233,233,23703.18,15145.0,1185.16,812.87,0,8558.18,Actual
1138,202607,CH02,West,SKU-202,255,233,233,51319.25,32620.0,2565.96,2017.89,647.27,18699.25,Actual
1139,202607,CH02,West,SKU-203,244,234,234,30163.86,19890.0,1508.19,724.64,0,10273.86,Actual
1140,202607,CH02,West,SKU-301,223,202,202,27882.89,19190.0,1394.14,1008.04,709.05,8692.89,Actual
1141,202607,CH02,West,SKU-302,276,249,249,22664.58,13695.0,1133.23,808.15,0,8969.58,Actual
1142,202607,CH02,West,SKU-303,268,246,246,49278.22,30750.0,2463.91,1818.69,1209.45,18528.22,Actual
1143,202607,CH02,West,SKU-401,236,215,215,79831.14,47300.0,3991.56,1703.05,0,32531.14,Actual
1144,202607,CH02,West,SKU-402,268,253,253,36611.93,21505.0,1830.6,1392.45,0,15106.93,Actual
1145,202607,CH03,North,SKU-101,278,255,255,45062.28,30600.0,2703.74,1504.46,0,14462.28,Actual
1146,202607,CH03,North,SKU-102,272,248,248,72856.58,44640.0,4371.4,2630.07,0,28216.58,Actual
1147,202607,CH03,North,SKU-103,296,268,268,40696.48,25460.0,2441.79,1269.03,816.2,15236.48,Actual
1148,202607,CH03,North,SKU-201,231,217,217,21866.01,14105.0,1311.96,693.44,0,7761.01,Actual
1149,202607,CH03,North,SKU-202,260,249,249,51100.6,34860.0,3066.04,1998.21,0,16240.6,Actual
1150,202607,CH03,North,SKU-203,237,224,224,28657.94,19040.0,1719.48,661.91,0,9617.94,Actual
1151,202607,CH03,North,SKU-301,243,226,226,34739.21,21470.0,2084.35,986.77,0,13269.21,Actual
1152,202607,CH03,North,SKU-302,253,245,245,19856.13,13475.0,1191.37,428.05,0,6381.13,Actual
1153,202607,CH03,North,SKU-303,239,231,231,46797.03,28875.0,2807.82,1817.51,1160.16,17922.03,Actual
1154,202607,CH03,North,SKU-401,224,210,210,72676.81,46200.0,4360.61,1524.98,0,26476.81,Actual
1155,202607,CH03,North,SKU-402,234,216,216,29122.41,18360.0,1747.34,806.12,0,10762.41,Actual
1156,202607,CH03,South,SKU-101,269,244,244,44848.02,29280.0,2242.4,1122.99,0,15568.02,Actual
1157,202607,CH03,South,SKU-102,277,262,262,75929.68,47160.0,3796.48,2074.44,0,28769.68,Actual
1158,202607,CH03,South,SKU-103,266,242,242,34140.71,22990.0,1707.04,1049.39,980.91,11150.71,Actual
1159,202607,CH03,South,SKU-201,241,221,221,24122.12,14365.0,1206.11,499.97,0,9757.12,Actual
1160,202607,CH03,South,SKU-202,226,210,210,44391.09,29400.0,2219.55,1333.24,0,14991.09,Actual
1161,202607,CH03,South,SKU-203,261,245,245,32735.02,20825.0,1636.75,1008.78,863.13,11910.02,Actual
1162,202607,CH03,South,SKU-301,233,220,220,34649.35,20900.0,1732.47,1177.75,632.02,13749.35,Actual
1163,202607,CH03,South,SKU-302,230,218,218,19272.75,11990.0,963.64,515.74,542.28,7282.75,Actual
1164,202607,CH03,South,SKU-303,254,243,243,48142.59,30375.0,2407.13,1727.49,0,17767.59,Actual
1165,202607,CH03,South,SKU-401,250,233,233,78443.21,51260.0,3922.16,2978.64,0,27183.21,Actual
1166,202607,CH03,South,SKU-402,273,247,247,35853.04,20995.0,1792.65,1337.31,0,14858.04,Actual
1167,202607,CH03,East,SKU-101,242,225,225,41088.9,27000.0,3287.11,1028.2,0,14088.9,Actual
1168,202607,CH03,East,SKU-102,242,228,228,63154.53,41040.0,5052.36,1821.19,0,22114.53,Actual
1169,202607,CH03,East,SKU-103,243,233,233,38029.1,22135.0,3042.33,1013.1,0,15894.1,Actual
1170,202607,CH03,East,SKU-201,262,243,243,23520.26,15795.0,1881.62,850.35,0,7725.26,Actual
1171,202607,CH03,East,SKU-202,238,230,230,47962.31,32200.0,3836.99,1567.2,0,15762.31,Actual
1172,202607,CH03,East,SKU-203,238,226,226,30894.94,19210.0,2471.6,761.99,843.06,11684.94,Actual
1173,202607,CH03,East,SKU-301,241,224,224,30958.94,21280.0,2476.72,836.95,0,9678.94,Actual
1174,202607,CH03,East,SKU-302,252,231,231,21433.84,12705.0,1714.71,718.91,0,8728.84,Actual
1175,202607,CH03,East,SKU-303,265,252,252,52676.35,31500.0,4214.11,1428.09,1378.92,21176.35,Actual
1176,202607,CH03,East,SKU-401,240,223,223,82107.76,49060.0,6568.62,2139.35,0,33047.76,Actual
1177,202607,CH03,East,SKU-402,248,234,234,34389.34,19890.0,2751.15,1142.73,0,14499.34,Actual
1178,202607,CH03,West,SKU-101,274,262,262,47776.97,31440.0,2388.85,1742.66,0,16336.97,Actual
1179,202607,CH03,West,SKU-102,269,251,251,66721.91,45180.0,3336.1,1642.34,0,21541.91,Actual
1180,202607,CH03,West,SKU-103,240,231,231,32317.48,21945.0,1615.87,922.77,0,10372.48,Actual
1181,202607,CH03,West,SKU-201,254,230,230,23190.56,14950.0,1159.53,909.79,0,8240.56,Actual
1182,202607,CH03,West,SKU-202,266,259,259,55009.35,36260.0,2750.47,1479.31,727.21,18749.35,Actual
1183,202607,CH03,West,SKU-203,253,232,232,28616.66,19720.0,1430.83,1109.44,0,8896.66,Actual
1184,202607,CH03,West,SKU-301,233,225,225,34650.08,21375.0,1732.5,1023.64,0,13275.08,Actual
1185,202607,CH03,West,SKU-302,246,227,227,20192.79,12485.0,1009.64,438.77,202.5,7707.79,Actual
1186,202607,CH03,West,SKU-303,248,243,243,49258.97,30375.0,2462.95,1267.77,0,18883.97,Actual
1187,202607,CH03,West,SKU-401,239,220,220,72562.2,48400.0,3628.11,2601.85,2040.1,24162.2,Actual
1188,202607,CH03,West,SKU-402,272,263,263,33171.52,22355.0,1658.58,1085.44,0,10816.52,Actual
1189,202607,CH04,North,SKU-101,232,222,222,40923.76,26640.0,2455.43,1189.59,1218.94,14283.76,Actual
1190,202607,CH04,North,SKU-102,216,203,203,58265.59,36540.0,3495.94,1533.48,0,21725.59,Actual
1191,202607,CH04,North,SKU-103,261,251,251,41290.38,23845.0,2477.42,1528.22,0,17445.38,Actual
1192,202607,CH04,North,SKU-201,252,234,234,23439.39,15210.0,1406.36,617.35,0,8229.39,Actual
1193,202607,CH04,North,SKU-202,248,229,229,55735.78,32060.0,3344.15,1224.01,0,23675.78,Actual
1194,202607,CH04,North,SKU-203,251,230,230,28995.84,19550.0,1739.75,849.2,0,9445.84,Actual
1195,202607,CH04,North,SKU-301,247,230,230,36529.76,21850.0,2191.79,974.4,0,14679.76,Actual
1196,202607,CH04,North,SKU-302,241,217,217,17492.2,11935.0,1049.53,628.16,341.85,5557.2,Actual
1197,202607,CH04,North,SKU-303,229,221,221,47784.38,27625.0,2867.06,1634.02,938.7,20159.38,Actual
1198,202607,CH04,North,SKU-401,251,230,230,88030.4,50600.0,5281.82,3188.65,0,37430.4,Actual
1199,202607,CH04,North,SKU-402,235,219,219,30767.39,18615.0,1846.04,1188.57,362.45,12152.39,Actual
1200,202607,CH04,South,SKU-101,250,228,228,47092.96,27360.0,2354.65,1287.18,0,19732.96,Actual
1201,202607,CH04,South,SKU-102,255,248,248,77691.75,44640.0,3884.59,1813.25,965.17,33051.75,Actual
1202,202607,CH04,South,SKU-103,224,209,209,29943.07,19855.0,1497.15,867.66,0,10088.07,Actual
1203,202607,CH04,South,SKU-201,254,247,247,24371.93,16055.0,1218.6,930.23,0,8316.93,Actual
1204,202607,CH04,South,SKU-202,264,250,250,54183.57,35000.0,2709.18,1381.89,1527.53,19183.57,Actual
1205,202607,CH04,South,SKU-203,256,250,250,36607.41,21250.0,1830.37,789.05,0,15357.41,Actual
1206,202607,CH04,South,SKU-301,251,229,229,34108.61,21755.0,1705.43,1076.52,994.59,12353.61,Actual
1207,202607,CH04,South,SKU-302,250,231,231,20785.39,12705.0,1039.27,771.52,388.55,8080.39,Actual
1208,202607,CH04,South,SKU-303,234,215,215,45166.91,26875.0,2258.35,1596.41,0,18291.91,Actual
1209,202607,CH04,South,SKU-401,235,229,229,80086.37,50380.0,4004.32,3094.11,0,29706.37,Actual
1210,202607,CH04,South,SKU-402,235,221,221,28080.19,18785.0,1404.01,820.27,0,9295.19,Actual
1211,202607,CH04,East,SKU-101,274,257,257,48266.77,30840.0,3861.34,1830.5,0,17426.77,Actual
1212,202607,CH04,East,SKU-102,266,248,248,69014.24,44640.0,5521.14,1697.36,0,24374.24,Actual
1213,202607,CH04,East,SKU-103,235,216,216,33714.58,20520.0,2697.17,709.59,492.89,13194.58,Actual
1214,202607,CH04,East,SKU-201,265,247,247,25606.44,16055.0,2048.52,1012.92,0,9551.44,Actual
1215,202607,CH04,East,SKU-202,235,214,214,46065.3,29960.0,3685.22,1270.82,1299.81,16105.3,Actual
1216,202607,CH04,East,SKU-203,255,230,230,33827.82,19550.0,2706.23,818.82,721.13,14277.82,Actual
1217,202607,CH04,East,SKU-301,255,242,242,36115.26,22990.0,2889.22,1226.53,0,13125.26,Actual
1218,202607,CH04,East,SKU-302,256,239,239,19429.05,13145.0,1554.32,438.61,0,6284.05,Actual
1219,202607,CH04,East,SKU-303,285,273,273,52729.19,34125.0,4218.34,1579.71,0,18604.19,Actual
1220,202607,CH04,East,SKU-401,241,229,229,86157.14,50380.0,6892.57,1804.07,1837.43,35777.14,Actual
1221,202607,CH04,East,SKU-402,263,255,255,32915.68,21675.0,2633.25,671.56,824.69,11240.68,Actual
1222,202607,CH04,West,SKU-101,249,240,240,41821.31,28800.0,2091.07,1137.39,870.52,13021.31,Actual
1223,202607,CH04,West,SKU-102,258,243,243,75967.37,43740.0,3798.37,2126.66,2208.68,32227.37,Actual
1224,202607,CH04,West,SKU-103,257,248,248,35055.85,23560.0,1752.79,955.05,0,11495.85,Actual
1225,202607,CH04,West,SKU-201,257,243,243,23845.38,15795.0,1192.27,505.85,435.58,8050.38,Actual
1226,202607,CH04,West,SKU-202,252,243,243,56969.95,34020.0,2848.5,2018.15,0,22949.95,Actual
1227,202607,CH04,West,SKU-203,208,202,202,27660.57,17170.0,1383.03,1015.12,0,10490.57,Actual
1228,202607,CH04,West,SKU-301,268,251,251,37647.31,23845.0,1882.37,871.44,0,13802.31,Actual
1229,202607,CH04,West,SKU-302,237,230,230,18658.92,12650.0,932.95,589.52,435.51,6008.92,Actual
1230,202607,CH04,West,SKU-303,276,249,249,50934.57,31125.0,2546.73,1208.96,1356.13,19809.57,Actual
1231,202607,CH04,West,SKU-401,263,247,247,84935.77,54340.0,4246.79,1699.12,0,30595.77,Actual
1232,202607,CH04,West,SKU-402,237,228,228,29557.31,19380.0,1477.87,756.47,0,10177.31,Actual
1233,202607,CH05,North,SKU-101,234,215,215,44110.09,25800.0,2646.61,951.49,0,18310.09,Actual
1234,202607,CH05,North,SKU-102,243,234,234,68032.53,42120.0,4081.95,2666.32,0,25912.53,Actual
1235,202607,CH05,North,SKU-103,265,239,239,36282.65,22705.0,2176.96,1439.93,0,13577.65,Actual
1236,202607,CH05,North,SKU-201,245,226,226,24238.69,14690.0,1454.32,768.74,0,9548.69,Actual
1237,202607,CH05,North,SKU-202,254,233,233,55481.26,32620.0,3328.88,1607.44,0,22861.26,Actual
1238,202607,CH05,North,SKU-203,252,234,234,33518.46,19890.0,2011.11,1103.46,436.15,13628.46,Actual
1239,202607,CH05,North,SKU-301,280,252,252,39952.42,23940.0,2397.15,963.0,788.73,16012.42,Actual
1240,202607,CH05,North,SKU-302,271,254,254,24153.59,13970.0,1449.22,719.99,0,10183.59,Actual
1241,202607,CH05,North,SKU-303,228,221,221,42102.98,27625.0,2526.18,1609.03,0,14477.98,Actual
1242,202607,CH05,North,SKU-401,283,272,272,98923.19,59840.0,5935.39,2237.67,0,39083.19,Actual
1243,202607,CH05,North,SKU-402,255,232,232,31537.6,19720.0,1892.26,746.13,0,11817.6,Actual
1244,202607,CH05,South,SKU-101,244,221,221,43411.96,26520.0,2170.6,1305.56,592.68,16891.96,Actual
1245,202607,CH05,South,SKU-102,253,242,242,70437.08,43560.0,3521.85,1881.53,1782.21,26877.08,Actual
1246,202607,CH05,South,SKU-103,247,222,222,34681.04,21090.0,1734.05,1147.24,0,13591.04,Actual
1247,202607,CH05,South,SKU-201,255,231,231,22158.21,15015.0,1107.91,852.3,527.05,7143.21,Actual
1248,202607,CH05,South,SKU-202,229,221,221,50362.43,30940.0,2518.12,1051.23,0,19422.43,Actual
1249,202607,CH05,South,SKU-203,237,217,217,26795.97,18445.0,1339.8,1049.88,0,8350.97,Actual
1250,202607,CH05,South,SKU-301,255,230,230,32121.63,21850.0,1606.08,799.66,887.51,10271.63,Actual
1251,202607,CH05,South,SKU-302,246,229,229,21732.49,12595.0,1086.62,517.79,0,9137.49,Actual
1252,202607,CH05,South,SKU-303,251,227,227,47990.99,28375.0,2399.55,1624.56,1028.83,19615.99,Actual
1253,202607,CH05,South,SKU-401,275,266,266,94229.54,58520.0,4711.48,2657.32,0,35709.54,Actual
1254,202607,CH05,South,SKU-402,249,230,230,29978.81,19550.0,1498.94,1166.25,469.27,10428.81,Actual
1255,202607,CH05,East,SKU-101,248,232,232,41722.56,27840.0,3337.8,1450.73,1140.57,13882.56,Actual
1256,202607,CH05,East,SKU-102,256,249,249,66687.01,44820.0,5334.96,1510.56,1700.08,21867.01,Actual
1257,202607,CH05,East,SKU-103,239,229,229,36243.57,21755.0,2899.49,883.66,0,14488.57,Actual
1258,202607,CH05,East,SKU-201,247,224,224,24475.24,14560.0,1958.02,960.59,680.52,9915.24,Actual
1259,202607,CH05,East,SKU-202,239,223,223,50123.62,31220.0,4009.89,1317.68,0,18903.62,Actual
1260,202607,CH05,East,SKU-203,254,241,241,32228.64,20485.0,2578.29,1095.33,780.66,11743.64,Actual
1261,202607,CH05,East,SKU-301,248,232,232,33556.55,22040.0,2684.52,1266.31,589.49,11516.55,Actual
1262,202607,CH05,East,SKU-302,262,256,256,22426.86,14080.0,1794.15,794.11,0,8346.86,Actual
1263,202607,CH05,East,SKU-303,235,219,219,41612.39,27375.0,3328.99,1481.47,1057.97,14237.39,Actual
1264,202607,CH05,East,SKU-401,237,220,220,78784.09,48400.0,6302.73,2366.57,0,30384.09,Actual
1265,202607,CH05,East,SKU-402,255,239,239,32421.15,20315.0,2593.69,762.81,851.21,12106.15,Actual
1266,202607,CH05,West,SKU-101,252,245,245,49387.51,29400.0,2469.38,1923.45,0,19987.51,Actual
1267,202607,CH05,West,SKU-102,244,221,221,63867.58,39780.0,3193.38,2470.38,873.17,24087.58,Actual
1268,202607,CH05,West,SKU-103,238,229,229,34045.47,21755.0,1702.27,991.62,456.73,12290.47,Actual
1269,202607,CH05,West,SKU-201,239,226,226,21950.33,14690.0,1097.52,687.37,0,7260.33,Actual
1270,202607,CH05,West,SKU-202,237,230,230,49609.99,32200.0,2480.5,1956.67,1348.72,17409.99,Actual
1271,202607,CH05,West,SKU-203,246,222,222,29865.89,18870.0,1493.29,922.19,0,10995.89,Actual
1272,202607,CH05,West,SKU-301,242,234,234,36322.73,22230.0,1816.14,1207.3,0,14092.73,Actual
1273,202607,CH05,West,SKU-302,247,224,224,21211.03,12320.0,1060.55,649.88,0,8891.03,Actual
1274,202607,CH05,West,SKU-303,240,232,232,47866.36,29000.0,2393.32,1113.28,0,18866.36,Actual
1275,202607,CH05,West,SKU-401,266,245,245,92939.88,53900.0,4646.99,3539.06,0,39039.88,Actual
1276,202607,CH05,West,SKU-402,242,218,218,27149.27,18530.0,1357.46,934.14,512.84,8619.27,Actual
1277,202607,CH06,North,SKU-101,238,214,214,42397.32,25680.0,2543.84,1531.3,491.17,16717.32,Actual
1278,202607,CH06,North,SKU-102,234,217,217,62318.57,39060.0,3739.11,1646.1,1824.58,23258.57,Actual
1279,202607,CH06,North,SKU-103,256,248,248,37202.48,23560.0,2232.15,968.35,0,13642.48,Actual
1280,202607,CH06,North,SKU-201,225,212,212,22486.26,13780.0,1349.18,473.82,0,8706.26,Actual
1281,202607,CH06,North,SKU-202,230,216,216,45733.38,30240.0,2744.0,1413.05,716.65,15493.38,Actual
1282,202607,CH06,North,SKU-203,261,245,245,30859.3,20825.0,1851.56,716.38,912.36,10034.3,Actual
1283,202607,CH06,North,SKU-301,232,220,220,32588.04,20900.0,1955.28,735.86,0,11688.04,Actual
1284,202607,CH06,North,SKU-302,247,223,223,21050.73,12265.0,1263.04,805.71,561.21,8785.73,Actual
1285,202607,CH06,North,SKU-303,240,234,234,42686.4,29250.0,2561.18,1303.3,685.78,13436.4,Actual
1286,202607,CH06,North,SKU-401,244,220,220,84545.35,48400.0,5072.72,2798.29,0,36145.35,Actual
1287,202607,CH06,North,SKU-402,247,232,232,30049.33,19720.0,1802.96,890.88,722.91,10329.33,Actual
1288,202607,CH06,South,SKU-101,220,210,210,38162.11,25200.0,1908.11,907.6,0,12962.11,Actual
1289,202607,CH06,South,SKU-102,253,246,246,75651.83,44280.0,3782.59,2297.54,0,31371.83,Actual
1290,202607,CH06,South,SKU-103,243,223,223,31034.63,21185.0,1551.73,1026.77,641.56,9849.63,Actual
1291,202607,CH06,South,SKU-201,283,265,265,28561.79,17225.0,1428.09,864.04,0,11336.79,Actual
1292,202607,CH06,South,SKU-202,239,228,228,50792.24,31920.0,2539.61,1971.39,0,18872.24,Actual
1293,202607,CH06,South,SKU-203,242,228,228,30986.46,19380.0,1549.32,724.12,781.15,11606.46,Actual
1294,202607,CH06,South,SKU-301,235,220,220,34722.18,20900.0,1736.11,1069.87,937.22,13822.18,Actual
1295,202607,CH06,South,SKU-302,249,235,235,20653.82,12925.0,1032.69,491.18,578.68,7728.82,Actual
1296,202607,CH06,South,SKU-303,258,244,244,45135.39,30500.0,2256.77,1011.9,522.39,14635.39,Actual
1297,202607,CH06,South,SKU-401,251,227,227,81234.56,49940.0,4061.73,2324.91,0,31294.56,Actual
