InventoryKey,DateKey,Hub_ID,SKU_Code,Opening_Stock_Units,Closing_Stock_Units,Days_of_Cover,Stock_Level_Status
820,20260603,WH_CH_01,SKU-203,631,616,23.7,NORMAL
821,20260603,WH_CH_01,SKU-301,724,721,32.8,NORMAL
822,20260603,WH_CH_01,SKU-302,254,250,14.8,NORMAL
823,20260603,WH_CH_01,SKU-303,512,505,26.6,NORMAL
824,20260603,WH_CH_01,SKU-401,479,503,21.9,NORMAL
825,20260603,WH_CH_01,SKU-402,386,388,21.6,NORMAL
826,20260603,WH_CH_01,SKU-101,159,158,9.4,WARNING
827,20260603,WH_CH_01,SKU-102,542,527,27.8,NORMAL
828,20260603,WH_CH_01,SKU-103,588,597,26.0,NORMAL
829,20260603,WH_CH_01,SKU-201,355,358,12.8,WARNING
830,20260603,WH_CH_01,SKU-202,725,721,34.3,NORMAL
831,20260603,WH_CH_01,SKU-203,515,534,26.7,NORMAL
832,20260603,WH_CH_01,SKU-301,444,441,34.0,NORMAL
833,20260603,WH_CH_01,SKU-302,554,565,28.3,NORMAL
834,20260603,WH_CH_01,SKU-303,530,517,24.6,NORMAL
835,20260603,WH_CH_01,SKU-401,840,857,40.8,NORMAL
836,20260603,WH_CH_01,SKU-402,490,481,34.4,NORMAL
837,20260603,WH_CH_01,SKU-101,575,549,30.5,NORMAL
838,20260603,WH_CH_01,SKU-102,169,177,8.1,WARNING
839,20260603,WH_CH_01,SKU-103,372,358,29.9,NORMAL
840,20260603,WH_CH_01,SKU-201,270,284,15.0,NORMAL
841,20260603,WH_CH_01,SKU-202,444,437,33.7,NORMAL
842,20260603,WH_CH_01,SKU-203,198,190,11.9,WARNING
843,20260603,WH_CH_01,SKU-301,308,318,19.9,NORMAL
844,20260603,WH_CH_01,SKU-302,521,513,25.7,NORMAL
845,20260603,WH_CH_01,SKU-303,817,792,44.0,NORMAL
846,20260603,WH_CH_01,SKU-401,361,373,31.1,NORMAL
847,20260603,WH_CH_01,SKU-402,301,313,14.9,NORMAL
848,20260603,WH_CH_01,SKU-101,399,390,16.3,NORMAL
849,20260603,WH_CH_01,SKU-102,940,923,40.2,NORMAL
850,20260603,WH_CH_01,SKU-103,605,623,34.6,NORMAL
851,20260603,WH_CH_01,SKU-201,555,550,27.5,NORMAL
852,20260603,WH_CH_01,SKU-202,475,474,22.6,NORMAL
853,20260603,WH_CH_01,SKU-203,583,557,23.2,NORMAL
854,20260603,WH_CH_01,SKU-301,251,259,20.0,NORMAL
855,20260603,WH_CH_01,SKU-302,295,302,13.7,WARNING
856,20260603,WH_CH_01,SKU-303,794,821,37.3,NORMAL
857,20260603,WH_CH_01,SKU-401,406,394,18.8,NORMAL
858,20260603,WH_CH_01,SKU-402,435,449,23.7,NORMAL
859,20260603,WH_CH_01,SKU-101,380,365,20.3,NORMAL
860,20260603,WH_CH_01,SKU-102,766,754,35.9,NORMAL
861,20260603,WH_CH_01,SKU-103,597,606,30.3,NORMAL
862,20260603,WH_CH_01,SKU-201,511,489,35.0,NORMAL
863,20260603,WH_CH_01,SKU-202,696,708,39.3,NORMAL
864,20260603,WH_CH_01,SKU-203,556,576,41.2,NORMAL
865,20260603,WH_CH_01,SKU-301,735,705,39.2,NORMAL
866,20260603,WH_CH_01,SKU-302,240,249,13.1,WARNING
867,20260603,WH_CH_01,SKU-303,420,421,14.1,NORMAL
868,20260603,WH_CH_01,SKU-401,1039,1038,39.9,NORMAL
869,20260603,WH_CH_01,SKU-402,465,486,23.2,NORMAL
870,20260603,WH_CH_01,SKU-101,247,257,14.3,NORMAL
871,20260603,WH_CH_01,SKU-102,584,599,35.3,NORMAL
872,20260603,WH_CH_01,SKU-103,519,546,39.0,NORMAL
873,20260603,WH_CH_01,SKU-201,246,257,15.1,NORMAL
874,20260603,WH_CH_01,SKU-202,1193,1175,39.2,NORMAL
875,20260603,WH_CH_01,SKU-203,550,543,21.7,NORMAL
876,20260603,WH_CH_01,SKU-301,1007,1010,38.9,NORMAL
877,20260603,WH_CH_01,SKU-302,407,402,26.8,NORMAL
878,20260603,WH_CH_01,SKU-303,596,595,22.9,NORMAL
879,20260603,WH_CH_01,SKU-401,581,559,43.0,NORMAL
880,20260603,WH_CH_01,SKU-402,400,406,17.7,NORMAL
881,20260610,WH_CH_01,SKU-101,254,250,19.3,NORMAL
882,20260610,WH_CH_01,SKU-102,520,505,28.1,NORMAL
883,20260610,WH_CH_01,SKU-103,182,191,11.9,WARNING
884,20260610,WH_CH_01,SKU-201,201,194,9.3,WARNING
885,20260610,WH_CH_01,SKU-202,173,180,9.0,WARNING
886,20260610,WH_CH_01,SKU-203,604,627,31.4,NORMAL
887,20260610,WH_CH_01,SKU-301,558,542,24.7,NORMAL
888,20260610,WH_CH_01,SKU-302,702,723,40.2,NORMAL
889,20260610,WH_CH_01,SKU-303,576,560,33.0,NORMAL
890,20260610,WH_CH_01,SKU-401,176,176,11.8,WARNING
891,20260610,WH_CH_01,SKU-402,113,119,7.0,WARNING
892,20260610,WH_CH_01,SKU-101,814,776,40.9,NORMAL
893,20260610,WH_CH_01,SKU-102,359,353,18.6,NORMAL
894,20260610,WH_CH_01,SKU-103,126,127,9.1,WARNING
895,20260610,WH_CH_01,SKU-201,356,362,22.6,NORMAL
896,20260610,WH_CH_01,SKU-202,231,225,11.3,WARNING
897,20260610,WH_CH_01,SKU-203,553,559,26.7,NORMAL
898,20260610,WH_CH_01,SKU-301,501,520,26.0,NORMAL
899,20260610,WH_CH_01,SKU-302,237,229,10.0,WARNING
900,20260610,WH_CH_01,SKU-303,194,192,8.7,WARNING
901,20260610,WH_CH_01,SKU-401,142,149,8.3,WARNING
902,20260610,WH_CH_01,SKU-402,614,640,40.0,NORMAL
903,20260610,WH_CH_01,SKU-101,131,138,8.7,WARNING
904,20260610,WH_CH_01,SKU-102,634,617,25.7,NORMAL
905,20260610,WH_CH_01,SKU-103,149,148,7.4,WARNING
906,20260610,WH_CH_01,SKU-201,239,235,16.8,NORMAL
907,20260610,WH_CH_01,SKU-202,368,377,17.1,NORMAL
908,20260610,WH_CH_01,SKU-203,364,361,13.9,WARNING
909,20260610,WH_CH_01,SKU-301,799,795,31.8,NORMAL
910,20260610,WH_CH_01,SKU-302,554,576,30.3,NORMAL
911,20260610,WH_CH_01,SKU-303,372,373,20.7,NORMAL
912,20260610,WH_CH_01,SKU-401,292,289,16.1,NORMAL
913,20260610,WH_CH_01,SKU-402,666,657,26.3,NORMAL
914,20260610,WH_CH_01,SKU-101,627,659,31.4,NORMAL
915,20260610,WH_CH_01,SKU-102,140,140,7.8,WARNING
916,20260610,WH_CH_01,SKU-103,260,248,11.3,WARNING
917,20260610,WH_CH_01,SKU-201,347,345,16.5,NORMAL
918,20260610,WH_CH_01,SKU-202,823,835,32.1,NORMAL
919,20260610,WH_CH_01,SKU-203,599,608,33.8,NORMAL
920,20260610,WH_CH_01,SKU-301,605,591,39.4,NORMAL
921,20260610,WH_CH_01,SKU-302,169,177,9.8,WARNING
922,20260610,WH_CH_01,SKU-303,146,144,10.3,WARNING
923,20260610,WH_CH_01,SKU-401,713,696,33.2,NORMAL
924,20260610,WH_CH_01,SKU-402,484,464,29.0,NORMAL
925,20260610,WH_CH_01,SKU-101,521,509,31.8,NORMAL
926,20260610,WH_CH_01,SKU-102,164,157,9.3,WARNING
927,20260610,WH_CH_01,SKU-103,111,112,8.7,WARNING
928,20260610,WH_CH_01,SKU-201,522,535,41.2,NORMAL
929,20260610,WH_CH_01,SKU-202,467,477,21.7,NORMAL
930,20260610,WH_CH_01,SKU-203,197,191,11.9,WARNING
931,20260610,WH_CH_01,SKU-301,976,935,42.5,NORMAL
932,20260610,WH_CH_01,SKU-302,422,414,19.7,NORMAL
933,20260610,WH_CH_01,SKU-303,314,321,16.1,NORMAL
934,20260610,WH_CH_01,SKU-401,181,182,10.8,WARNING
935,20260610,WH_CH_01,SKU-402,429,429,22.6,NORMAL
936,20260610,WH_CH_01,SKU-101,499,477,43.5,NORMAL
937,20260610,WH_CH_01,SKU-102,373,356,17.8,NORMAL
938,20260610,WH_CH_01,SKU-103,118,120,7.1,WARNING
939,20260610,WH_CH_01,SKU-201,341,339,28.3,NORMAL
940,20260610,WH_CH_01,SKU-202,118,121,7.1,WARNING
941,20260610,WH_CH_01,SKU-203,455,439,27.4,NORMAL
942,20260610,WH_CH_01,SKU-301,132,139,13.9,WARNING
943,20260610,WH_CH_01,SKU-302,490,510,31.9,NORMAL
944,20260610,WH_CH_01,SKU-303,449,452,21.6,NORMAL
945,20260610,WH_CH_01,SKU-401,675,687,36.2,NORMAL
946,20260610,WH_CH_01,SKU-402,209,208,23.2,NORMAL
947,20260610,WH_CH_01,SKU-101,562,557,32.8,NORMAL
948,20260610,WH_CH_01,SKU-102,696,725,33.0,NORMAL
949,20260610,WH_CH_01,SKU-103,168,171,8.6,WARNING
950,20260610,WH_CH_01,SKU-201,471,489,32.6,NORMAL
951,20260610,WH_CH_01,SKU-202,794,777,38.9,NORMAL
952,20260610,WH_CH_01,SKU-203,253,261,16.4,NORMAL
953,20260610,WH_CH_01,SKU-301,180,189,9.0,WARNING
954,20260610,WH_CH_01,SKU-302,839,821,39.1,NORMAL
955,20260610,WH_CH_01,SKU-303,302,305,14.5,NORMAL
956,20260610,WH_CH_01,SKU-401,437,452,26.6,NORMAL
957,20260610,WH_CH_01,SKU-402,620,606,25.3,NORMAL
958,20260610,WH_CH_01,SKU-101,517,500,25.0,NORMAL
959,20260610,WH_CH_01,SKU-102,1014,970,40.5,NORMAL
960,20260610,WH_CH_01,SKU-103,544,556,26.5,NORMAL
961,20260610,WH_CH_01,SKU-201,736,725,29.0,NORMAL
962,20260610,WH_CH_01,SKU-202,711,708,44.3,NORMAL
963,20260610,WH_CH_01,SKU-203,413,408,18.6,NORMAL
964,20260610,WH_CH_01,SKU-301,669,682,35.9,NORMAL
965,20260610,WH_CH_01,SKU-302,439,443,19.3,NORMAL
966,20260610,WH_CH_01,SKU-303,475,483,17.9,NORMAL
967,20260610,WH_CH_01,SKU-401,207,201,12.6,WARNING
968,20260610,WH_CH_01,SKU-402,196,188,11.8,WARNING
969,20260617,WH_CH_01,SKU-101,701,687,36.2,NORMAL
970,20260617,WH_CH_01,SKU-102,799,819,32.8,NORMAL
971,20260617,WH_CH_01,SKU-103,560,568,21.0,NORMAL
972,20260617,WH_CH_01,SKU-201,316,302,21.6,NORMAL
973,20260617,WH_CH_01,SKU-202,530,522,24.9,NORMAL
974,20260617,WH_CH_01,SKU-203,292,293,9.5,WARNING
975,20260617,WH_CH_01,SKU-301,268,259,12.4,WARNING
976,20260617,WH_CH_01,SKU-302,386,369,21.7,NORMAL
977,20260617,WH_CH_01,SKU-303,791,804,44.7,NORMAL
978,20260617,WH_CH_01,SKU-401,483,501,35.8,NORMAL
979,20260617,WH_CH_01,SKU-402,333,348,20.5,NORMAL
980,20260617,WH_CH_01,SKU-101,610,596,31.4,NORMAL
981,20260617,WH_CH_01,SKU-102,631,619,31.0,NORMAL
982,20260617,WH_CH_01,SKU-103,311,310,17.2,NORMAL
983,20260617,WH_CH_01,SKU-201,416,403,22.4,NORMAL
984,20260617,WH_CH_01,SKU-202,341,346,28.9,NORMAL
985,20260617,WH_CH_01,SKU-203,347,335,17.7,NORMAL
986,20260617,WH_CH_01,SKU-301,992,981,36.4,NORMAL
987,20260617,WH_CH_01,SKU-302,307,304,17.9,NORMAL
988,20260617,WH_CH_01,SKU-303,306,312,16.5,NORMAL
989,20260617,WH_CH_01,SKU-401,293,281,25.6,NORMAL
990,20260617,WH_CH_01,SKU-402,399,418,23.3,NORMAL
991,20260617,WH_CH_01,SKU-101,831,811,40.6,NORMAL
992,20260617,WH_CH_01,SKU-102,206,202,11.3,WARNING
993,20260617,WH_CH_01,SKU-103,476,455,26.8,NORMAL
994,20260617,WH_CH_01,SKU-201,1068,1025,36.6,NORMAL
995,20260617,WH_CH_01,SKU-202,287,292,17.2,NORMAL
996,20260617,WH_CH_01,SKU-203,586,585,39.0,NORMAL
997,20260617,WH_CH_01,SKU-301,400,397,28.4,NORMAL
998,20260617,WH_CH_01,SKU-302,778,748,35.6,NORMAL
999,20260617,WH_CH_01,SKU-303,845,834,41.7,NORMAL
1000,20260617,WH_CH_01,SKU-401,374,371,16.9,NORMAL
1001,20260617,WH_CH_01,SKU-402,1039,1027,41.1,NORMAL
1002,20260617,WH_CH_01,SKU-101,437,423,22.3,NORMAL
1003,20260617,WH_CH_01,SKU-102,535,527,26.4,NORMAL
1004,20260617,WH_CH_01,SKU-103,902,894,38.9,NORMAL
1005,20260617,WH_CH_01,SKU-201,358,358,29.8,NORMAL
1006,20260617,WH_CH_01,SKU-202,406,426,28.4,NORMAL
1007,20260617,WH_CH_01,SKU-203,212,211,8.8,WARNING
1008,20260617,WH_CH_01,SKU-301,595,587,32.6,NORMAL
1009,20260617,WH_CH_01,SKU-302,419,420,32.3,NORMAL
1010,20260617,WH_CH_01,SKU-303,735,727,33.1,NORMAL
1011,20260617,WH_CH_01,SKU-401,665,685,38.1,NORMAL
1012,20260617,WH_CH_01,SKU-402,1186,1176,42.0,NORMAL
1013,20260617,WH_CH_01,SKU-101,1042,1072,44.7,NORMAL
1014,20260617,WH_CH_01,SKU-102,722,726,42.7,NORMAL
1015,20260617,WH_CH_01,SKU-103,899,885,40.2,NORMAL
1016,20260617,WH_CH_01,SKU-201,722,746,35.5,NORMAL
1017,20260617,WH_CH_01,SKU-202,274,275,21.2,NORMAL
1018,20260617,WH_CH_01,SKU-203,475,489,27.2,NORMAL
1019,20260617,WH_CH_01,SKU-301,122,125,9.0,WARNING
1020,20260617,WH_CH_01,SKU-302,761,764,34.8,NORMAL
1021,20260617,WH_CH_01,SKU-303,959,962,35.7,NORMAL
1022,20260617,WH_CH_01,SKU-401,894,874,32.4,NORMAL
1023,20260617,WH_CH_01,SKU-402,165,170,7.4,WARNING
1024,20260617,WH_CH_01,SKU-101,635,662,39.0,NORMAL
1025,20260617,WH_CH_01,SKU-102,662,682,22.7,NORMAL
1026,20260617,WH_CH_01,SKU-103,249,252,14.0,NORMAL
1027,20260617,WH_CH_01,SKU-201,737,725,40.3,NORMAL
1028,20260617,WH_CH_01,SKU-202,128,130,7.7,WARNING
1029,20260617,WH_CH_01,SKU-203,666,672,33.6,NORMAL
1030,20260617,WH_CH_01,SKU-301,355,365,21.5,NORMAL
1031,20260617,WH_CH_01,SKU-302,654,637,39.8,NORMAL
1032,20260617,WH_CH_01,SKU-303,564,578,26.3,NORMAL
1033,20260617,WH_CH_01,SKU-401,295,309,25.8,NORMAL
1034,20260617,WH_CH_01,SKU-402,269,272,20.9,NORMAL
1035,20260617,WH_CH_01,SKU-101,226,237,16.9,NORMAL
1036,20260617,WH_CH_01,SKU-102,600,607,33.7,NORMAL
1037,20260617,WH_CH_01,SKU-103,272,280,15.6,NORMAL
1038,20260617,WH_CH_01,SKU-201,521,541,33.8,NORMAL
1039,20260617,WH_CH_01,SKU-202,558,533,28.1,NORMAL
1040,20260617,WH_CH_01,SKU-203,467,492,20.5,NORMAL
1041,20260617,WH_CH_01,SKU-301,187,188,13.5,WARNING
1042,20260617,WH_CH_01,SKU-302,998,994,41.4,NORMAL
1043,20260617,WH_CH_01,SKU-303,211,206,10.9,WARNING
1044,20260617,WH_CH_01,SKU-401,495,476,29.8,NORMAL
1045,20260617,WH_CH_01,SKU-402,747,766,36.5,NORMAL
1046,20260617,WH_CH_01,SKU-101,335,341,13.7,WARNING
1047,20260617,WH_CH_01,SKU-102,273,283,17.7,NORMAL
1048,20260617,WH_CH_01,SKU-103,685,696,31.6,NORMAL
1049,20260617,WH_CH_01,SKU-201,672,688,28.7,NORMAL
1050,20260617,WH_CH_01,SKU-202,768,740,37.0,NORMAL
1051,20260617,WH_CH_01,SKU-203,417,401,17.4,NORMAL
1052,20260617,WH_CH_01,SKU-301,434,416,21.9,NORMAL
1053,20260617,WH_CH_01,SKU-302,202,205,7.3,WARNING
1054,20260617,WH_CH_01,SKU-303,585,581,38.7,NORMAL
1055,20260617,WH_CH_01,SKU-401,322,337,12.5,WARNING
1056,20260617,WH_CH_01,SKU-402,268,273,9.4,WARNING
1057,20260624,WH_CH_01,SKU-101,640,629,34.9,NORMAL
1058,20260624,WH_CH_01,SKU-102,142,149,9.3,WARNING
1059,20260624,WH_CH_01,SKU-103,409,396,18.0,NORMAL
1060,20260624,WH_CH_01,SKU-201,310,300,23.1,NORMAL
1061,20260624,WH_CH_01,SKU-202,212,209,11.6,WARNING
1062,20260624,WH_CH_01,SKU-203,244,247,15.5,NORMAL
1063,20260624,WH_CH_01,SKU-301,444,463,30.9,NORMAL
1064,20260624,WH_CH_01,SKU-302,483,470,24.8,NORMAL
1065,20260624,WH_CH_01,SKU-303,269,258,17.2,NORMAL
1066,20260624,WH_CH_01,SKU-401,498,511,22.2,NORMAL
1067,20260624,WH_CH_01,SKU-402,933,960,43.7,NORMAL
1068,20260624,WH_CH_01,SKU-101,797,805,38.4,NORMAL
1069,20260624,WH_CH_01,SKU-102,562,541,23.5,NORMAL
1070,20260624,WH_CH_01,SKU-103,656,636,21.2,NORMAL
1071,20260624,WH_CH_01,SKU-201,942,949,43.2,NORMAL
1072,20260624,WH_CH_01,SKU-202,685,687,36.2,NORMAL
1073,20260624,WH_CH_01,SKU-203,296,306,19.2,NORMAL
1074,20260624,WH_CH_01,SKU-301,978,966,43.9,NORMAL
1075,20260624,WH_CH_01,SKU-302,276,290,8.5,WARNING
1076,20260624,WH_CH_01,SKU-303,493,502,26.5,NORMAL
1077,20260624,WH_CH_01,SKU-401,243,237,13.2,WARNING
1078,20260624,WH_CH_01,SKU-402,459,438,20.9,NORMAL
1079,20260624,WH_CH_01,SKU-101,746,725,29.0,NORMAL
1080,20260624,WH_CH_01,SKU-102,669,700,33.4,NORMAL
1081,20260624,WH_CH_01,SKU-103,298,305,12.2,WARNING
1082,20260624,WH_CH_01,SKU-201,303,294,21.0,NORMAL
1083,20260624,WH_CH_01,SKU-202,525,538,28.3,NORMAL
1084,20260624,WH_CH_01,SKU-203,743,713,37.6,NORMAL
1085,20260624,WH_CH_01,SKU-301,603,627,26.2,NORMAL
1086,20260624,WH_CH_01,SKU-302,920,949,41.3,NORMAL
1087,20260624,WH_CH_01,SKU-303,416,410,17.1,NORMAL
1088,20260624,WH_CH_01,SKU-401,937,923,40.1,NORMAL
1089,20260624,WH_CH_01,SKU-402,185,194,11.4,WARNING
1090,20260624,WH_CH_01,SKU-101,188,190,7.9,WARNING
1091,20260624,WH_CH_01,SKU-102,167,173,8.7,WARNING
1092,20260624,WH_CH_01,SKU-103,596,618,28.1,NORMAL
1093,20260624,WH_CH_01,SKU-201,156,162,10.8,WARNING
1094,20260624,WH_CH_01,SKU-202,610,638,35.5,NORMAL
1095,20260624,WH_CH_01,SKU-203,888,918,38.3,NORMAL
1096,20260624,WH_CH_01,SKU-301,585,597,42.7,NORMAL
1097,20260624,WH_CH_01,SKU-302,1207,1161,41.5,NORMAL
1098,20260624,WH_CH_01,SKU-303,1167,1117,39.9,NORMAL
1099,20260624,WH_CH_01,SKU-401,604,617,34.3,NORMAL
1100,20260624,WH_CH_01,SKU-402,620,645,26.9,NORMAL
1101,20260624,WH_CH_01,SKU-101,639,660,38.9,NORMAL
1102,20260624,WH_CH_01,SKU-102,605,622,26.0,NORMAL
1103,20260624,WH_CH_01,SKU-103,117,117,7.3,WARNING
1104,20260624,WH_CH_01,SKU-201,902,863,28.8,NORMAL
1105,20260624,WH_CH_01,SKU-202,1066,1021,40.8,NORMAL
1106,20260624,WH_CH_01,SKU-203,446,454,22.7,NORMAL
1107,20260624,WH_CH_01,SKU-301,452,454,28.4,NORMAL
1108,20260624,WH_CH_01,SKU-302,170,177,13.6,WARNING
1109,20260624,WH_CH_01,SKU-303,200,203,9.3,WARNING
1110,20260624,WH_CH_01,SKU-401,482,498,20.8,NORMAL
1111,20260624,WH_CH_01,SKU-402,601,589,26.8,NORMAL
1112,20260624,WH_CH_01,SKU-101,1129,1116,41.4,NORMAL
1113,20260624,WH_CH_01,SKU-102,859,831,32.0,NORMAL
1114,20260624,WH_CH_01,SKU-103,562,575,38.3,NORMAL
1115,20260624,WH_CH_01,SKU-201,483,507,26.7,NORMAL
1116,20260624,WH_CH_01,SKU-202,214,220,17.0,NORMAL
1117,20260624,WH_CH_01,SKU-203,792,828,36.0,NORMAL
1118,20260624,WH_CH_01,SKU-301,801,785,39.3,NORMAL
1119,20260624,WH_CH_01,SKU-302,897,894,34.4,NORMAL
1120,20260624,WH_CH_01,SKU-303,657,688,27.5,NORMAL
1121,20260624,WH_CH_01,SKU-401,162,170,7.7,WARNING
1122,20260624,WH_CH_01,SKU-402,1295,1239,40.0,NORMAL
1123,20260624,WH_CH_01,SKU-101,1163,1189,41.0,NORMAL
1124,20260624,WH_CH_01,SKU-102,367,383,25.5,NORMAL
1125,20260624,WH_CH_01,SKU-103,884,875,39.8,NORMAL
1126,20260624,WH_CH_01,SKU-201,539,516,24.6,NORMAL
1127,20260624,WH_CH_01,SKU-202,443,446,31.9,NORMAL
1128,20260624,WH_CH_01,SKU-203,264,269,15.9,NORMAL
1129,20260624,WH_CH_01,SKU-301,414,419,16.1,NORMAL
1130,20260624,WH_CH_01,SKU-302,288,301,16.7,NORMAL
1131,20260624,WH_CH_01,SKU-303,630,647,38.1,NORMAL
1132,20260624,WH_CH_01,SKU-401,451,437,25.7,NORMAL
1133,20260624,WH_CH_01,SKU-402,249,240,13.4,WARNING
1134,20260624,WH_CH_01,SKU-101,430,432,22.8,NORMAL
1135,20260624,WH_CH_01,SKU-102,376,384,15.4,NORMAL
1136,20260624,WH_CH_01,SKU-103,518,494,20.6,NORMAL
1137,20260624,WH_CH_01,SKU-201,568,552,30.7,NORMAL
1138,20260624,WH_CH_01,SKU-202,100,100,8.4,WARNING
1139,20260624,WH_CH_01,SKU-203,411,395,24.7,NORMAL
1140,20260624,WH_CH_01,SKU-301,391,376,17.1,NORMAL
1141,20260624,WH_CH_01,SKU-302,305,311,20.8,NORMAL
1142,20260624,WH_CH_01,SKU-303,492,502,31.4,NORMAL
1143,20260624,WH_CH_01,SKU-401,294,293,24.4,NORMAL
1144,20260624,WH_CH_01,SKU-402,558,536,28.2,NORMAL
1145,20260701,WH_CH_01,SKU-101,410,410,20.5,NORMAL
1146,20260701,WH_CH_01,SKU-102,314,310,15.5,NORMAL
1147,20260701,WH_CH_01,SKU-103,636,607,25.3,NORMAL
1148,20260701,WH_CH_01,SKU-201,705,726,38.2,NORMAL
1149,20260701,WH_CH_01,SKU-202,169,175,7.6,WARNING
1150,20260701,WH_CH_01,SKU-203,267,261,14.5,NORMAL
1151,20260701,WH_CH_01,SKU-301,1001,999,40.0,NORMAL
1152,20260701,WH_CH_01,SKU-302,310,302,15.1,NORMAL
1153,20260701,WH_CH_01,SKU-303,211,219,11.5,WARNING
1154,20260701,WH_CH_01,SKU-401,283,275,15.3,NORMAL
1155,20260701,WH_CH_01,SKU-402,662,641,30.5,NORMAL
1156,20260701,WH_CH_01,SKU-101,807,775,31.0,NORMAL
1157,20260701,WH_CH_01,SKU-102,195,204,7.3,WARNING
1158,20260701,WH_CH_01,SKU-103,381,392,15.1,NORMAL
1159,20260701,WH_CH_01,SKU-201,365,377,18.0,NORMAL
1160,20260701,WH_CH_01,SKU-202,323,314,31.4,NORMAL
1161,20260701,WH_CH_01,SKU-203,949,977,40.7,NORMAL
1162,20260701,WH_CH_01,SKU-301,501,497,38.2,NORMAL
1163,20260701,WH_CH_01,SKU-302,262,255,11.1,WARNING
1164,20260701,WH_CH_01,SKU-303,648,624,41.6,NORMAL
1165,20260701,WH_CH_01,SKU-401,137,141,8.8,WARNING
1166,20260701,WH_CH_01,SKU-402,159,162,7.4,WARNING
1167,20260701,WH_CH_01,SKU-101,219,217,9.9,WARNING
1168,20260701,WH_CH_01,SKU-102,414,395,18.0,NORMAL
1169,20260701,WH_CH_01,SKU-103,384,384,20.2,NORMAL
1170,20260701,WH_CH_01,SKU-201,266,266,12.7,WARNING
1171,20260701,WH_CH_01,SKU-202,343,358,15.6,NORMAL
1172,20260701,WH_CH_01,SKU-203,490,499,27.7,NORMAL
1173,20260701,WH_CH_01,SKU-301,462,449,25.0,NORMAL
1174,20260701,WH_CH_01,SKU-302,513,536,35.8,NORMAL
1175,20260701,WH_CH_01,SKU-303,694,682,34.1,NORMAL
1176,20260701,WH_CH_01,SKU-401,356,355,23.7,NORMAL
1177,20260701,WH_CH_01,SKU-402,845,850,35.5,NORMAL
1178,20260701,WH_CH_01,SKU-101,807,786,43.7,NORMAL
1179,20260701,WH_CH_01,SKU-102,232,237,9.9,WARNING
1180,20260701,WH_CH_01,SKU-103,381,384,17.5,NORMAL
1181,20260701,WH_CH_01,SKU-201,419,426,26.6,NORMAL
1182,20260701,WH_CH_01,SKU-202,137,138,9.9,WARNING
1183,20260701,WH_CH_01,SKU-203,584,593,25.8,NORMAL
1184,20260701,WH_CH_01,SKU-301,496,514,30.2,NORMAL
1185,20260701,WH_CH_01,SKU-302,413,413,17.2,NORMAL
1186,20260701,WH_CH_01,SKU-303,463,466,14.6,NORMAL
1187,20260701,WH_CH_01,SKU-401,945,932,42.4,NORMAL
1188,20260701,WH_CH_01,SKU-402,988,1001,38.5,NORMAL
1189,20260701,WH_CH_01,SKU-101,144,145,7.3,WARNING
1190,20260701,WH_CH_01,SKU-102,296,299,13.0,WARNING
1191,20260701,WH_CH_01,SKU-103,465,452,23.8,NORMAL
1192,20260701,WH_CH_01,SKU-201,704,739,43.5,NORMAL
1193,20260701,WH_CH_01,SKU-202,770,754,35.9,NORMAL
1194,20260701,WH_CH_01,SKU-203,644,627,27.3,NORMAL
1195,20260701,WH_CH_01,SKU-301,503,493,38.0,NORMAL
1196,20260701,WH_CH_01,SKU-302,718,686,36.1,NORMAL
1197,20260701,WH_CH_01,SKU-303,1015,999,35.7,NORMAL
1198,20260701,WH_CH_01,SKU-401,264,256,17.1,NORMAL
1199,20260701,WH_CH_01,SKU-402,749,726,29.1,NORMAL
1200,20260701,WH_CH_01,SKU-101,447,430,25.3,NORMAL
1201,20260701,WH_CH_01,SKU-102,230,227,9.5,WARNING
1202,20260701,WH_CH_01,SKU-103,556,578,23.2,NORMAL
1203,20260701,WH_CH_01,SKU-201,432,419,15.5,NORMAL
1204,20260701,WH_CH_01,SKU-202,165,171,7.8,WARNING
1205,20260701,WH_CH_01,SKU-203,825,852,40.6,NORMAL
1206,20260701,WH_CH_01,SKU-301,587,598,29.9,NORMAL
1207,20260701,WH_CH_01,SKU-302,884,873,33.6,NORMAL
1208,20260701,WH_CH_01,SKU-303,405,390,27.9,NORMAL
1209,20260701,WH_CH_01,SKU-401,256,262,10.1,WARNING
1210,20260701,WH_CH_01,SKU-402,674,694,31.6,NORMAL
1211,20260701,WH_CH_01,SKU-101,162,170,10.6,WARNING
1212,20260701,WH_CH_01,SKU-102,281,287,22.1,NORMAL
1213,20260701,WH_CH_01,SKU-103,372,384,22.6,NORMAL
1214,20260701,WH_CH_01,SKU-201,948,989,43.0,NORMAL
1215,20260701,WH_CH_01,SKU-202,992,953,32.9,NORMAL
1216,20260701,WH_CH_01,SKU-203,226,232,16.6,NORMAL
1217,20260701,WH_CH_01,SKU-301,135,137,8.1,WARNING
1218,20260701,WH_CH_01,SKU-302,711,710,44.4,NORMAL
1219,20260701,WH_CH_01,SKU-303,669,699,36.8,NORMAL
1220,20260701,WH_CH_01,SKU-401,613,586,18.9,NORMAL
1221,20260701,WH_CH_01,SKU-402,228,223,7.7,WARNING
1222,20260701,WH_CH_01,SKU-101,234,234,13.0,WARNING
1223,20260701,WH_CH_01,SKU-102,951,981,42.7,NORMAL
