Customer Code,Customer Name / Ship-to Name,State,Zone,City / Location,Business Region / Sub-region,Chain Name,Account,Channel,Mapping Source,Validation Status,Remarks
1101613,Wellness-Bangalore-KA DC,Karnataka,South-1,Karnataka,,Wellness Forever,Wellness Forever,MT,Customer Code,Confirmed,
1101670,H&B STORES LIMITED-KA,Karnataka,South-1,Karnataka,,H&B Stores Limited,H&B Stores Limited,MT,Customer Code,Confirmed,
1101928,1032-ASL DC Banergatta Bangalore DC,Karnataka,South-1,Karnataka,,DC-D-Mart-Offline,D-Mart-Offline,MT,Customer Code,Confirmed,
1102149,Vpi Medisales -(A Unit Of AWPSPL)-Karnataka,Karnataka,South-1,Karnataka,,Vpi Medisales -(A Unit Of AWPSPL),Vpi Medisales -(A Unit Of AWPSPL),EB2B,Customer Code,Confirmed,
1102186,Supermarket Grocery-Karnataka,Karnataka,South-1,Karnataka,,Supermarket Grocery,Supermarket Grocery,EB2B,Customer Code,Confirmed,
1102263,6225-SMART Vijayanagar TTMC Bang,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102289,Sathyashree Enterprises-Mt,Karnataka,South-1,Karnataka,,Sathyashree Enterprises-D-Mart,Sathyashree Enterprises-D-Mart,MT,Customer Code,Confirmed,Source Status=Inactive
1102411,Apollo Healthco Limited-Bangalore,Karnataka,South-1,Karnataka,,Apollo Healthco,Apollo Healthco,MT,Customer Code,Confirmed,
1102414,Apollo Healthco Limited-Hubbli,Karnataka,South-1,Karnataka,,Apollo Healthco,Apollo Healthco,MT,Customer Code,Confirmed,
1102454,"H&B Stores Ltd, Electronic city-Bangalore",Karnataka,South-1,Karnataka,,H&B Stores Limited,H&B Stores Limited,MT,Customer Code,Confirmed,
1102527,T2IA-Store Hassan-KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102528,T2HX-Store Davanagere-KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102529,T2NY-STORE Bangalore TTMC,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102531,T2ID-Store Mandya -KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102550,TNC8-SMT MKT KN Mysuru Hunsur Road,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102558,T2HW -Store Bellary-KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102563,T2HV -Store Bidar KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102567,T2HZ-Store Gulbarga KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102568,T2IC -Store Kolar KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102580,"T2KO -STORE Mysore 3PL, KA",Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102703,T0SO-Metro Hosakarte Road Bengaluru(DC19),Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102704,T2HY-Store Gadag -KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102712,T2IE-Store Raichur-KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102799,T2IB-Store Hubli Dharwad-KA,Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102832,S0KN-RRL VF KA Nidagatta Grocery DC,Karnataka,South-1,Karnataka,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102857,"T2KN-STORE Mangalore, Karnataka",Karnataka,South-1,Karnataka,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102869,FR49-SBZ KN Blr RAJAJI NAGAR-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102871,TNC0-SMT MKT KN Davanagere P B. Road-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102872,2994-SMT KN Mysuru KSRTC-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102873,2997-SMT KN Hubballi Urban Oasis-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102882,Avenue E Commerce Ltd_Hoodi FC,Karnataka,South-1,Karnataka,,D-Mart-Store-E-Com,D-Mart-Offline,MT,Customer Code,Confirmed,
1103007,TND0-SMT MKT KN Raichur Basaveshwara Circle-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103049,Aushad-Ascent-Mysore,Karnataka,South-1,Karnataka,,Ascent Wellness,Ascent Wellness,EB2B,Customer Code,Confirmed,
1103085,T2DI-SMT KR SIRSI BANAVASI ROAD-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103087,FR45-SBZ KN Blr BANSHANKARI-KATHR-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103131,TM18-SMT KN Gulbarga Orchid Mall,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103475,FRFQ- SHIMOGA-Shimoga-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103476,FRHI- Udupi-Udupi-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103477,TY88-CSI-Bellary-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103478,TX87-Hubli Kusugal Rd-Hubli-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103479,TZ03-INOK-Raichur-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103480,TP58-CCM Udupi-Udupi-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103481,TM77-SMART Patil Planet-Bijapur-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103482,TNE1-Kangrali Belgaum-Belgaum-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103483,FR48-MALLESHWARAM-Bangalore-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103484,FR50-KUNDALAHAL-Bengaluru-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103485,FRGX-N G ROAD-MF-Mangalore-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103486,TR28-Shivananjaiah Malagala Rd-Bangalore-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103511,FRHL-TILAK WADI-Belgaum-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1103512,FR46-HEBBAL-MARUTHI ARCADE-Bengaluru-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1103513,FR40-ROYAL MEEN-Bengaluru-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1103525,Avenue E Commerce Ltd -Yelahanka FC,Karnataka,South-1,Karnataka,,D-Mart-Store-E-Com,D-Mart-Offline,MT,Customer Code,Confirmed,
1103558,FR43-SBZ KN Blr Banaswadi-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103590,FR47-SBZ KN Blr GATEWAY JAYANAGAR-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103675,FRFJ-SBZ KN Bidar BVB COLLEGE-KA,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103794,Lifestyle International Pvt Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Lifestyle International,Lifestyle International,SIS,Customer Code,Confirmed,
1103795,Lifestyle International Pvt Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Lifestyle International,Lifestyle International,SIS,Customer Code,Confirmed,
1103822,Shoppers Stop Ltd - 8523-Bengaluru,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103829,Shoppers Stop Ltd-Bannerghatta-116-Bangalore,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103833,Shoppers Stop Ltd-Blr-140-Bengaluru,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103846,Shoppers Stop Ltd-Garuda Star Mall-102-Bangalore,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103850,Shoppers Stop Ltd-Gopalan Signature-126-Bangalore,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103856,Shoppers Stop Ltd-Inorbt Mall Karnataka-Bangalore,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103870,Shoppers Stop Ltd-Mantri Malleswaram-143-Bangalore,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103872,Shoppers Stop Ltd-Meenakshi Mall-274-Bengaluru,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103875,Shoppers Stop Ltd-Mysore-161-Mysuru,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103877,Shoppers Stop Ltd-Orion-294-Bangalore,Karnataka,South-1,Karnataka,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103930,Groom India Salon & Spa Pvt. Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Groom India Salon & Spa,Groom India Salon & Spa,SIS,Customer Code,Confirmed,
1103936,Infiniti Retail Ltd (Irl)-Hobli-Bengaluru,Karnataka,South-1,Karnataka,,Infiniti Retail Ltd,Infiniti Retail Ltd,SIS,Customer Code,Confirmed,
1103939,Kids Clinic India Ltd (Ho)-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103940,Kids Clinic India Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103949,Kids Clinic India Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103950,Kids Clinic India Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103953,Kids Clinic India Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103954,Kids Clinic India Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103955,Kids Clinic India Ltd-Bengaluru,Karnataka,South-1,Karnataka,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103958,Lifestyle International Pvt Ltd-Shinvglu-Bangalore,Karnataka,South-1,Karnataka,,Lifestyle International,Lifestyle International,SIS,Customer Code,Confirmed,
1103959,Lifestyle International Pvt Ltd-Blr-Bangalore,Karnataka,South-1,Karnataka,,Lifestyle International,Lifestyle International,SIS,Customer Code,Confirmed,
1103967,Mogli Labs (India) Pvt Ltd-Blr-Bangalore,Karnataka,South-1,Karnataka,,Mogli Labs,Mogli Labs,SIS,Customer Code,Confirmed,
1103981,Nykaa E-Retail Limited.-KA EB2B,Karnataka,South-1,Karnataka,,Nykaa E-Retail Limited,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1104023,Lifestyle International Pvt Ltd_KA-Bangalore,Karnataka,South-1,Karnataka,,Lifestyle International,Lifestyle International,SIS,Customer Code,Confirmed,
1104281,FR57-SMART BAZAAR- Mysore-Mysore,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1104393,LIFESTYLE INTERNATIONAL PVT LTD_SHIP TO-BANGALORE,Karnataka,South-1,Karnataka,,Lifestyle International,Lifestyle International,SIS,Customer Code,Confirmed,
1104627,T27R-SMT KN Hubli Akshay Sky Mall G,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1104628,T6XJ-SMT KR Kundapura Nr laxmi Nara,Karnataka,South-1,Karnataka,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1104661,V-Mart-C.K. Palya Hullahalli Bannerghatta-KA.,Karnataka,South-1,Karnataka,,V-Mart Retail,V-Mart Retail,MT,Customer Code,Confirmed,
1104762,Health & Glow-HG-RO-BLR,Karnataka,South-1,Karnataka,,Health & Glow,Health & Glow,MT,Customer Code,Confirmed,
1104780,"S232-Kasaba Hobli, Nelamangala Bengaluru",Karnataka,South-1,Karnataka,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1104865,8009-ASL WM DC DMR Hessarghatta Log-BNG-KA.,Karnataka,South-1,Karnataka,,DC-D-Mart-Offline,D-Mart-Offline,MT,Customer Code,Confirmed,
1100441,Whsm-Cochin-Warehouse,Kerala,South-1,Kerala,,Travel News Services-Wsmith,Travel News Services-Wsmith,MT,Customer Code,Confirmed,
1100555,Whsm-Cochin-Arpt-Int'L Dpt -Ctn Sha,Kerala,South-1,Kerala,,Travel News Services-Wsmith,Travel News Services-Wsmith,MT,Customer Code,Confirmed,
1100937,"CY08-Kuriachira,Thrissur Kerala.",Kerala,South-1,Kerala,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1101164,Narikulam Private Ltd-#N/A,Kerala,South-1,Kerala,,Narikulam Private Ltd,Narikulam Private Ltd,MT,Customer Code,Confirmed,Source Status=Inactive
1101841,M/S KOTTARAM BUSINESS CORPORATION-MT,Kerala,South-1,Kerala,,M/S KOTTARAM BUSINESS,M/S KOTTARAM BUSINESS,MT,Customer Code,Confirmed,
1102241,FR91 -Cdc Cochin Village Aluva East,Kerala,South-1,Kerala,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102517,SH77-RRL VF KL Angamaly GCR DC,Kerala,South-1,Kerala,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102737,S0GK-RRL VF KL Calicut Malapuram Grocery DC,Kerala,South-1,Kerala,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102833,"ZZI0-Bismi PARAVUR, Kerala-DC",Kerala,South-1,Kerala,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102987,Apollo Healthco Limited-Kochi,Kerala,South-1,Kerala,,Apollo Healthco,Apollo Healthco,MT,Customer Code,Confirmed,
1103006,TG87-SMT KL Alappuzha Vadakka-Kerala,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103027,S0XE-RRL VF KL Ernakulam Cochin Grocery DC,Kerala,South-1,Kerala,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1103116,H&B STORES LIMITED-KL,Kerala,South-1,Kerala,,H&B STORES LIMITED-finance use,H&B STORES LIMITED-finance use,MT,Customer Code,Confirmed,
1103132,TQ61-SMT KL Kollam Madan Nada,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103408,FR93- NUCLEUS MALL COCHIN-Kochi-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103409,FR92- MG Road-Kochi-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103410,FR96-PVH CITY PARK-Kozhikode-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103411,FR98-PATTOM JUNCTION -OLD KALPA-Trivandrum-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103412,FR97-MALABAR CASTLE-Trivandrum-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103413,6705-O Mall-Kochi-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103414,TA35-Shoukath Ali Building-Calicut-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103415,TO19-Thycattu Arcade Kottayam-Kottayam-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103416,FR94-T B ROAD-Kottayam-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103417,FR95-CITY CENTRE-Palakkad-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103418,FRBQ-OPP ASHWINI HOSPITAL-Thrissur-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103419,TP23-Grant Centre Mall -Muvattupuzha-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103468,T1X4-Kozhencherry-Kerala,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103541,FSN Distribution Ltd_NKD-KL,Kerala,South-1,Kerala,,Fsn Distribution,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1103555,"T0BL-DD TRADE TOWER, Kaloor, Kerala(Bismi).",Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103556,"T0CK-Sanjos Ernakulam, Kerala(Bismi).",Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103557,"T0MG-P V M SQUARE-Ernakulam, Kerala(Bismi).",Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103676,T1NC-Smart Varkala-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103803,"Shoppers Stop Ltd-Kochi-8530-Cochin, Ernakulam",Kerala,South-1,Kerala,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103861,Shoppers Stop Ltd-Kozhikode-262-Kozhikode,Kerala,South-1,Kerala,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103866,Shoppers Stop Ltd-Lulu Mall-851-Trivandrum,Kerala,South-1,Kerala,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103990,Nykaa E-Retail Limited.-KL EB2B,Kerala,South-1,Kerala,,Nykaa E-Retail Limited,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1104641,T0BV-Bismi Perinthalmanna-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1104642,T0BU-Bismi Palakkad-KL,Kerala,South-1,Kerala,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1100628,CB08-chennai,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1100670,R703-CHENNAI,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1100673,SC82-KANCHEEPURAM,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1100730,Muthu Pharma Pvt Ltd-Blocked-Tamil Nadu,Tamil Nadu,South-1,Tamil Nadu,,Muthu Pharma Pvt Ltd-Blocked,Muthu Pharma Pvt Ltd-Blocked,EB2B,Customer Code,Confirmed,
1101156,Arc Foods And Beverages_Mt_H&G,Tamil Nadu,South-1,Tamil Nadu,,Arc Foods And Beverages,Arc Foods And Beverages,MT,Customer Code,Confirmed,Source Status=Inactive
1101169,Reliance Retail-Store-Tamil Nadu,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1101211,G.V Enterprises -D-mart,Tamil Nadu,South-1,Tamil Nadu,,G.V Enterprises,G.V Enterprises,MT,Customer Code,Confirmed,
1101247,6005-Velachery Tambaram Dmart,Tamil Nadu,South-1,Tamil Nadu,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101248,6003-Kattupakkam Tiruvallur Dmart,Tamil Nadu,South-1,Tamil Nadu,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101249,6001-Virugambakkam Chennai Dmart,Tamil Nadu,South-1,Tamil Nadu,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101482,S948-EGROCERY FC MADURAI TN,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101483,EGROCERYFC ONDIPUDUR COIMBATORE DC-S892,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101485,S848-EGROCERY FC SALEM TN,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101489,R693-RRL GROCERY CHENNAI FC,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101506,S M AGENCIES-MT Tamil Nadu,Tamil Nadu,South-1,Tamil Nadu,,S M AGENCIES-MT,S M AGENCIES-MT,MT,Customer Code,Confirmed,Source Status=Inactive
1101554,FREF-CHENNAI SF,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1101664,VT05-NEELAMBUR Coimbatore DC-TN,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1101721,S847-EGROCERY FC ERODE -TN,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101979,Smart Hub Neelambur RRL-SLFU,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1102052,SLG3-RRL VF TN CHN ORAGADAM GROCERY DC,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102133,Muthu Pharma,Tamil Nadu,South-1,Tamil Nadu,,Muthu Pharma,Muthu Pharma,EB2B,Customer Code,Confirmed,
1102181,Supermarket Grocery-Tamil Nadu,Tamil Nadu,South-1,Tamil Nadu,,Supermarket Grocery,Supermarket Grocery,EB2B,Customer Code,Confirmed,
1102182,Supermarket Grocery-Tamil Nadu,Tamil Nadu,South-1,Tamil Nadu,,Supermarket Grocery,Supermarket Grocery,EB2B,Customer Code,Confirmed,
1102240,SLS1 -RRL VF TN Trichy New Grocery DC,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1102413,Apollo Healthco Limited-Chennai,Tamil Nadu,South-1,Tamil Nadu,,Apollo Healthco,Apollo Healthco,MT,Customer Code,Confirmed,
1102416,APOLLO HEALTHCO LIMITED-Madurai,Tamil Nadu,South-1,Tamil Nadu,,Apollo Healthco,Apollo Healthco,MT,Customer Code,Confirmed,
1102431,Fsn Distribution_Tiruvallur,Tamil Nadu,South-1,Tamil Nadu,,Fsn Distribution,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1102456,"H&B Stores Ltd,Fun Republic Mall-Tamil Nadu",Tamil Nadu,South-1,Tamil Nadu,,H&B Stores Limited,H&B Stores Limited,MT,Customer Code,Confirmed,
1102535,T2IH-Store Salem-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102551,S M AGENCIES-TN,Tamil Nadu,South-1,Tamil Nadu,,S M AGENCIES-MT,S M AGENCIES-MT,MT,Customer Code,Confirmed,Source Status=Inactive
1102629,T2SL -STORE Madurai TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102744,T2SM-STORE Coimbatore Trichy Road-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102748,T2JH-STORE Trichy-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102749,T2JG-STORE Tanjore-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102750,T2JD-STORE Vellore-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102751,T2JC-STORE Nagarcoil-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102752,T2JB-STORE ERODE TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102753,T2JA-STORE Chennai Chitlapakkam-TN,Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102855,"T2SD-STORE Thoothukkudi, Tamil Nadu",Tamil Nadu,South-1,Tamil Nadu,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102868,3338-SMT ROTN Nagercoil nr nagaraja temple-TN,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102870,TNB8-SMT MKT TN Chn Madhavaram-TN,Tamil Nadu,South-1,Tamil Nadu,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
